SampleId,SiteNumber,SiteLocation,SampleDate,PSP,PotentialDirectToxicity,DSP,ASP,SampleMethod
,38,FOWEY,2001-04-02,0,,0,0,
,47,Camel,2001-03-27,0,,0,0,
,52,Conwy,2001-03-28,0,,0,0,
,57,SWALE,2001-04-02,0,,0,0,
,60a,Keyhaven River,2001-03-29,0,,0,0,
,26,CHICH HARBOUR - MILL RYTHE,2001-07-16,0,,0,0,
,61,ST IVES BAY CARRACK GLADDEN,2001-04-07,0,,0,0,
,9,Weymouth Fleet Lagoon,2001-04-23,0,,0,0,
,12,Fal Turnaware Pontoon,2001-04-17,0,,0,0,
,19,Milford Mt Pleasant Spit,2001-04-23,0,,0,0,
,21,BUTLEY,2001-04-25,0,,0,0,
,27,"Southampton,Hamble",2001-04-23,0,,0,0,
,27,"Southampton,Ryde Middle",2001-04-23,0,,0,0,
,27,Southampton Ryde Pier,2001-04-23,0,,0,0,
,35,PortsmouthLangstone Harbour main,2001-04-23,0,,0,0,
,38,FOWEY,2001-04-25,0,,0,0,
,48,LIVERPOOL BAY,2001-04-18,0,,0,0,
,12,Fal Turnaware Pontoon,2001-04-30,0,,0,0,
,27,"Southampton""21""",2001-04-26,0,,0,0,
,36,MEDINA,2001-04-26,0,,0,0,
,37,BRIXHAM,2001-05-02,0,,0,0,
,57,SWALE,2001-05-02,0,,0,0,
,19,"Milford Haven,Mt Pleasant Spit.",2001-05-08,0,,0,0,
,21,BUTLEY,2001-05-09,0,,0,0,
,35,PORTSMOUTH,2001-05-08,0,,0,0,
,36,MEDINA,2001-05-09,0,,0,0,
,38,FOWEY,2001-05-07,0,,0,0,
,40,"Taw/Torridge,Yelland.",2001-05-08,0,,0,0,
,57,"Swale,Phoenix.",2001-05-09,0,,0,0,
,9,"Weymouth,Inner Harbour",2001-05-16,0,,0,0,
,17,AVON,2001-05-15,0,,0,0,
,34,NORTH KENT COAST,2001-05-10,0,,0,0,
,37,BRIXHAM,2001-05-16,0,,0,0,
,48,LIVERPOOL BAY,2001-05-14,0,,0,0,
,61,"St Ives Bay,Carrack Gladden",2001-05-15,0,,0,0,
,61,"St Ives Bay,Godrevy Cove",2001-05-15,0,,0,0,
,9,"Weymouth,Fleet Lagoon",2001-05-17,0,,0,0,
,12,"Fal,Turnaware pontoon",2001-05-21,0,,0,0,
,18,BLYTH,2001-05-21,0,,0,0,
,19,"Milford,Mt.Pleasant spit",2001-05-23,0,,0,0,
,24,CROUCH,2001-05-17,0,,0,0,
,26,CHICHESTER HARBOUR,2001-05-21,0,,0,0,
,36,MEDINA,2001-05-21,0,,0,0,
,38,FOWEY,2001-05-23,0,,0,0,
,9,"Weymouth,Fleet Lagoon",2001-05-23,0,,0,0,
,9,"Weymouth,Inner Harbour",2001-05-23,0,,0,0,
,9,"Weymouth, Inner Harbour",2001-06-04,0,,0,0,
,9,"Weymouth,Bowleaze Cove",2001-06-05,0,,20,40,
,9,"Weymouth,Portland Harbour",2001-06-05,0,,0,0,
,18,BLYTH,2001-05-31,2600,,6,0,
,19,"Milford,Lawrenny Quay",2001-06-04,0,,0,0,
,19,"Milford,Coedcanlas Spit",2001-06-04,0,,0,0,
,21,BUTLEY,2001-06-06,0,,0,0,
,27,"Southampton,Hamble Estuary",2001-06-05,0,,0,0,
,27,"Southampton,Ryde Pier",2001-06-05,0,,0,0,
,27,"Southampton,Ryde Middle",2001-06-05,0,,0,0,
,27,"Southampton,No.3 Post",2001-06-06,0,,0,0,
,36,MEDINA,2001-06-04,0,,0,0,
,37,BRIXHAM,2001-06-06,0,,0,0,
,61,"St Ives Bay,Godrevy Cove",2001-06-04,0,,2,0,
,61,"St Ives Bay,Carrack Gladden",2001-06-04,0,,0,0,
,7,"Thames, Chapman Sands",2001-06-11,0,,0,0,
,7,"Thames,Phoenix",2001-06-11,0,,0,0,
,7,"Thames,West Shoebury Island",2001-06-11,0,,0,0,
,12,FAL,2001-06-11,200,,0,0,
,26,"Chichester, Mill Rythe",2001-06-11,0,,40,0,
,38,FOWEY,2001-06-06,4600,,0,700,
,40,TAW/TORRIDGE,2001-06-11,0,,0,80,
,48,LIVERPOOL BAY,2001-06-11,0,,0,0,
,57,"Swale,Maplin Sands",2001-06-11,0,,0,0,
,57,"Swale,BO76A",2001-06-11,0,,0,0,
,9,"Weymouth,Inner Harbour",2001-06-14,0,,0,0,
,9,"Weymouth,Bowleaze Cove",2001-06-18,0,,0,0,
,9,"Weymouth,Wyke",2001-06-18,0,,0,0,
,17,AVON,2001-06-19,65650,,0,0,
,19,"Milford,Coedcalas Spit",2001-06-19,0,,0,0,
,19,"Milford,Lawrenny Cove",2001-06-19,0,,0,0,
,21,BUTLEY,2001-06-19,0,,0,0,
,30,Fishguard,2001-06-18,0,,0,120,
,34,NORTH KENT COAST,2001-06-14,0,,0,0,
,35,PORTSMOUTH,2001-06-18,0,,0,0,
,36,MEDINA,2001-06-18,0,,0,0,
,37,BRIXHAM,2001-06-20,0,,40,0,
,12,FAL,2001-06-25,0,,0,0,
,14,MENAI STRAIT,2001-06-25,0,,0,0,
,17,AVON,2001-06-25,0,,0,0,
,18,BLYTH,2001-06-22,0,,600,120,
,27,"Southampton,E.Ryde Middle",2001-06-25,0,,0,0,
,27,"Southampton,Hamble",2001-06-25,0,,0,0,
,27,"Southampton,N.E Ryde Pier",2001-06-25,0,,0,0,
,38,FOWEY,2001-06-25,0,,0,120,
,7,"Thames,Phoenix",2001-07-03,0,,0,0,
,9,"Weymouth,Inner Harbour",2001-06-28,855000,,0,0,
,9,"Weymouth,Wyke",2001-07-03,0,,140,0,
,9,"Weymouth,Bowleaze Cove",2001-07-03,0,,0,0,
,18,Blyth,2001-06-27,0,,48,0,
,18,BLYTH,2001-07-02,0,,34,39000,
,21,BUTLEY,2001-07-03,0,,0,0,
,27,"Southampton,No 3 post",2001-06-26,0,,0,0,
,36,MEDINA,2001-07-03,0,,0,0,
,37,BRIXHAM,2001-07-04,0,,0,0,
,40,TAW/TORRIDGE,2001-06-27,0,,0,0,
,22,Colchester,2001-07-04,0,,0,0,
,9,"Weymouth,Wyke",2001-07-05,0,,12,0,
,9,"Weymouth,Wyke",2001-07-10,156,,20,0,
,17,AVON,2001-07-10,0,,0,0,
,19,"Lawrenny Quay,Milford",2001-07-03,0,,0,0,
,19,"Coedcalas Spit,Milford",2001-07-03,0,,0,0,
,19,"Lawrenny Quay,Milford",2001-07-09,0,,0,0,
,19,"Coedcalas Spit,Milford",2001-07-09,0,,0,0,
,26,CHICHESTER HARBOUR,2001-07-09,0,,0,0,
,34,NORTH KENT COAST,2001-07-10,0,,0,0,
,38,"Fowey,Pont Pill",2001-07-09,0,,0,0,
,48,Liveerpool.Hoylake Wirral,2001-07-09,0,,0,0,
,57,SWALE,2001-07-10,0,,0,0,
,61,"St Ives Bay,Carrack Gladden",2001-07-09,0,,0,0,
,61,"St Ives Bay,Godrevy Cove",2001-07-09,0,,0,0,
127,9,"Fleet lagoon,Ferrybridge",2001-07-16,0,,0,0,
126,9,"Weymouth,Inner Harbour",2001-07-16,1150,,4,4,
135,9,"Wyke,Portland Harbour",2001-07-16,988,,8,0,
128,12,"Fal,Turnaware Pontoon",2001-07-16,0,,0,0,
136,21,BUTLEY,2001-07-18,0,,0,0,
129,27,"Southampton,Ryde Middle",2001-07-16,0,,0,80,
130,27,"Southampton,Ryde Pier",2001-07-16,0,,0,0,
131,27,SOUTHAMPTON,2001-07-16,0,,0,0,
134,29,Dovey ,2001-07-16,0,,0,0,
132,36,MEDINA,2001-07-16,0,,0,0,
133,22,"Strood Channel,Colchester",2001-07-13,0,,0,0,
137,9,BOWLEAZE COVE,2001-07-24,0,,0,0,
138,9,FLEET LAGOON,2001-07-23,0,,0,0,
139,12,FAL- TURNAWARE PONTOON,2001-07-24,0,,0,0,
140,14,MENAI STRAIT,2001-07-23,0,,0,0,
141,24,CROUCH,2001-07-19,0,,0,0,
142,38,Fowey,2001-07-23,0,,26,50,
143,22,Colchester-The wreck B/Sea,2001-07-19,0,,0,0,
144,9,WEYMTH INNER HARBOUR,2001-07-25,2800,,0,0,
145,9,WYKE,2001-07-24,0,,0,0,
146,18,BLYTH,2001-07-25,0,,5500,0,
147,19,MILFORD COEDCANLAS SPT,2001-07-31,0,,0,0,
148,19,MILFORD LAWRENNY QUAY,2001-07-31,0,,0,0,
149,27,STHMPTON NO. 3 POST,2001-07-24,0,,0,0,
150,35,PORTSMOUTH,2001-07-30,0,,0,0,
151,36,MEDINA,2001-07-30,0,,0,0,
152,30,Fishguard,2001-07-31,0,,0,0,
162,7,"Thames,Phoenix",2001-08-06,0,,0,0,
155,9,"Weymouth,Ferrybridge",2001-08-02,0,,0,0,
160,9,"Weymouth,Inner harbour",2001-08-06,760,,0,0,
165,9,"Weymouth,Inner harbour",2001-08-08,900,,0,0,
156,18,BLYTH,2001-08-01,0,,0,0,
159,19,"Milford Haven,Coedcanlas spit",2001-08-06,0,,0,0,
161,19,"Milford Haven,LawrennyQuay",2001-08-06,0,,0,0,
154,21,BUTLEY,2001-08-01,0,,0,0,
157,22,"Colchester,Peewit Island",2001-08-02,0,,0,0,
166,22,ColchesterStrood Channel,2001-08-08,0,,0,0,
153,37,BRIXHAM,2001-08-07,0,,0,0,
163,38,Fowey,2001-08-07,0,,0,0,
158,61,"St.Ives Bay,Godrevy Cove",2001-08-06,0,,0,0,
164,61,"St.Ives Bay, Carrack Gladden",2001-08-06,0,,20,0,
171,9,"Weymouth, Inner Harbour",2001-08-14,"18,750",,0,0,
173,21,BUTLEY,2001-08-15,0,,0,0,
167,26,CHICHESTER HARBOUR,2001-08-08,0,,0,0,
174,27,"SOUTHAMPTON, Ryde Middle",2001-08-13,0,,0,0,
175,29,DOVEY,2001-08-15,0,,0,0,
168,34,NORTH KENT COAST,2001-08-13,0,,0,0,
172,35,PORTSMOUTH,2001-08-14,0,,0,0,
169,36,MEDINA,2001-08-13,0,,0,0,
170,57,SWALE,2001-08-13,0,,0,0,
179,9,Weymouth Inner harbour,2001-08-20,1200,,0,184,
180,9,Ferrybridge,2001-08-21,0,,0,0,
181,9,"Weymouth, Turnaware pontoon",2001-08-20,0,,0,0,
188,14,MENAI STRAIT,2001-08-20,0,,0,0,
189,18,BLYTH,2001-08-16,0,,312,0,
182,19,"Milford,Coedcanlas Spit",2001-08-20,0,,0,0,
183,19,"Mi;ford,Lawrenny Quay",2001-08-20,0,,0,0,
186,22,Colchester,2001-08-21,0,,0,0,
178,24,CROUCH,2001-08-16,0,,0,0,
176,27,Ryde Pier,2001-08-15,0,,0,0,
177,27,Hamble Estuary,2001-08-15,0,,0,0,
187,27,"Southampton,No.3 post",2001-08-21,0,,0,0,
184,37,BRIXHAM,2001-08-16,0,,0,0,
185,38,Fowey,2001-08-21,0,,0,140,
191,9,"Weymouth,Bowleaze Cove",2001-08-29,0,,0,0,
194,9,"Weymouth,Wyke",2001-08-29,0,,0,0,
193,12,"Fal,Turnaware Pontoon",2001-08-29,0,,0,0,
192,21,BUTLEY,2001-08-29,0,,0,0,
190,30,Fishguard,2001-08-28,0,,0,0,
200,9,Weymouth inner harbour,2001-08-31,77400,,0,0,
195,17,"Avon, Hexdown quay",2001-08-30,0,,0,0,
201,19,Milrord Haven,2001-09-03,0,,0,0,
204,22,"Colchester,wreck",2001-09-04,0,,0,0,
197,27,"Southampton,E.Ryde middle",2001-09-03,0,,0,0,
198,27,"Souhampton,Ryde Pier",2001-09-03,0,,0,0,
199,27,"Southampton,Hamble",2001-09-03,0,,0,0,
206,35,PORTSMOUTH,2001-09-04,0,,0,0,
203,36,MEDINA,2001-09-03,0,,0,0,
205,37,BRIXHAM,2001-09-05,0,,0,0,
207,38,Fowey,2001-09-05,0,,0,120,
196,61,"St.Ives Bay,Godrevy cove",2001-09-03,0,,0,0,
202,61,"St.Ives.Bay,Carrack Gladden",2001-09-03,0,,0,0,
212,9,Weymouth inner harbour,2001-09-11,11700,,0,0,
215,19,"Milford,Coedcanlas Spit",2001-09-03,0,,0,0,
210,22,Colchester,2001-09-11,0,,0,0,
211,26,CHICHESTER HARBOUR,2001-09-11,0,,0,0,
213,27,Southampton no.3 post,2001-09-11,0,,0,0,
209,36,MEDINA,2001-09-10,0,,0,0,
208,48,Liverpool,2001-09-10,0,,0,0,
214,57,SWALE,2001-09-11,0,,0,0,
223,7,"Thames,Phoenix",2001-09-18,0,,0,0,
220,9,Weymouth inner harbour,2001-09-17,18700,,0,0,
221,9,"Weymouth,Fleet Lagoon",2001-09-17,0,,0,0,
219,12,Fal.Turnaware pontoon,2001-09-17,0,,0,0,
224,14,MENAI STRAIT,2001-09-17,0,,0,0,
218,18,BLYTH,2001-09-14,0,,6,0,
225,19,"Milford Haven,Lawrenny Quay",2001-09-18,0,,0,0,
226,19,"Milford Haven,Coedcanlas Spit",2001-09-18,0,,0,0,
216,21,BUTLEY,2001-09-13,0,,0,0,
217,24,CROUCH,2001-09-14,0,,0,0,
222,38,Fowey,2001-09-17,0,,0,0,
227,40,"Taw/Torridge,Yelland Power Stat",2001-09-19,0,,0,0,
229,9,Weymouth inner harbour,2001-09-24,21100,,0,0,
232,9,"Weymouth,Wyke",2001-09-26,0,,0,0,
233,9,"weymouth,Bowleaze cove",2001-09-26,0,,0,0,
231,17,AVON,2001-09-25,0,,0,0,
230,21,BUTLEY,2001-09-26,0,,0,0,
228,36,MEDINA,2001-09-24,0,,0,0,
238,7,"Thames,Phoenix",2001-10-02,0,,0,0,
239,9,Weymouth inner harbour,2001-10-02,35200,,0,0,
240,19,"Milford,Lawrenny quay",2001-10-02,0,,0,0,
241,19,"Milford,Coedcanlas Spit",2001-10-02,0,,0,0,
242,22,Colchester,2001-10-02,0,,0,0,
234,29,Dovey,2001-09-26,0,,0,0,
237,30,Fishguard,2001-10-01,0,,0,0,
,40,Taw/Torridge,,,,,0,
235,61,St.Ives Bay Carrack Gladden,2001-10-01,0,,0,0,
236,61,"St.Ives Bay,Godrevy Cove",2001-10-01,0,,0,0,
250,9,"Weymouth, Fleet Lagoon",2001-10-08,0,,0,0,
249,12,"Fal,Turnaware Pontoon",2001-10-08,0,,18,0,
248,22,Colchester,2001-10-09,0,,0,0,
247,26,Chichester( b),2001-10-09,0,,0,0,
246,34,NORTH KENT COAST,2001-10-05,0,,0,0,
245,35,PORTSMOUTH,2001-10-09,0,,0,0,
244,36,MEDINA,2001-10-09,0,,0,0,
243,37,BRIXHAM,2001-10-04,0,,0,0,
251,57,SWALE,2001-10-09,0,,0,0,
255,18,BLYTH,2001-10-09,0,,0,0,
258,22,"Colchester, Pewit Island",2001-10-17,0,,0,0,
257,24,CROUCH,2001-10-17,0,,0,0,
252,27,"Southampton,Hamble",2001-10-09,0,,0,0,
253,27,"Southampton,Ryde Pier",2001-10-09,0,,0,0,
254,27,"Southampton,Ryde Middle",2001-10-09,0,,0,0,
256,38,Fowey,2001-10-15,0,,0,0,
259,9,"Weymouth,Ferrybridge",2001-10-17,0,,0,0,
260,40,Taw/Torridge,2001-10-18,0,,0,0,
,7,"Thames,Phoenix",2001-11-13,0,,0,0,
262,14,MENAI STRAIT,2001-10-25,0,,0,0,
263,17,"Avon,Hexdown Quay",2001-10-25,0,,0,0,
261,21,BUTLEY,2001-10-24,0,,0,0,
266,22,Colchester,2001-10-30,0,,0,0,
264,30,Fishguard,2001-10-29,0,,0,0,
265,35,Portsmouth,2001-10-29,0,,0,0,
273,12,"Fal,Turnaware Pontoon",2001-11-07,0,,0,0,
267,18,BLYTH,2001-11-01,0,,0,0,
269,19,"Milford,Lawrenny Quay",2001-11-05,0,,0,0,
271,19,"Milford,Coedcanlas Spit",2001-11-05,0,,0,0,
272,22,Colchester,2001-11-06,0,,0,0,
,27,"Southampton, East Ryde Middle",2001-11-12,0,,0,0,
268,61,"St.Ives Bay, Carrack Gladden",2001-11-05,0,,0,0,
270,61,"St Ives Bay,Godrevy Cove",2001-11-05,0,,0,0,
281,14,MENAI STRAIT,2001-11-19,0,,0,0,
280,24,CROUCH,2001-11-16,0,,0,0,
279,27,HAMBLE ESTUARY,2001-11-12,0,,0,0,
285,27,SOUTHAMPTON NO. 3 POST,2001-11-19,0,,0,0,
283,36,MEDINA,2001-11-19,0,,0,0,
,38,"Fowey, pont pill",2001-11-14,0,,0,0,
284,57,SWALE,2001-11-20,0,,0,0,
,61,"St.Ives Bay, Carrack Gladden",2001-11-08,0,,0,0,
282,22,COLCHESTER,2001-11-20,0,,0,0,
287,26,CHICHESTER HARBOUR,2001-11-26,0,,0,0,
,27,"Southampton, Ryde Pier",2001-11-12,0,,0,0,
286,48,Liverpool,2001-11-19,0,,0,0,
289,9,Weymouth inner harbour,2001-11-29,0,,0,0,
288,9,"Weymouth, Fleet Lagoon",2001-11-29,0,,0,0,
293,12,"Fal,Turnaware Pontoon",2001-12-04,0,,0,0,
296,21,BUTLEY,2001-12-03,0,,0,0,
290,27,"Southampton,Ryde middle",2001-12-03,0,,0,0,
291,27,"Southampton,Rye pier",2001-12-03,0,,0,0,
292,27,"Southampton, Hamble",2001-12-03,0,,0,0,
297,34,"North Kent,Whitstable",2001-12-04,0,,0,0,
298,38,Fowey,2001-12-04,0,,0,0,
294,61,"St.Ives Bay,Carrack Gladden",2001-12-03,0,,0,0,
295,61,"St Ives Bay, Godrevy cove",2001-12-03,0,,0,0,
300,19,"Milford,Lawrenny Quay",2001-12-10,0,,0,0,
301,19,"Milford,Coedcanlas spit",2001-12-10,0,,0,0,
303,22,Colchester,2001-12-11,0,,0,0,
299,57,SWALE,2001-12-06,0,,0,0,
302,60,Lymington river,2001-12-10,0,,0,0,
308,9,"weymouth,Fleet Lagoon",2001-12-12,0,,0,0,
307,17,AVON,2001-12-13,0,,0,0,
311,21,BUTLEY,2001-12-18,0,,0,0,
305,22,Colchester,2000-12-12,0,,0,0,
310,24,CROUCH,2001-12-17,0,,0,0,
312,26,"Chichester,Mill Rythe",2001-12-17,0,,0,0,
306,35,PORTSMOUTH,2001-12-11,0,,0,0,
304,36,MEDINA,2001-12-11,0,,0,0,
309,40,Taw/Torridge,2001-12-12,0,,0,0,
313,27,"Southampton,Ryde Pier",2002-01-07,0,,0,0,
314,27,"Southampton,Ryde Middle",2002-01-07,0,,0,0,
316,27,"Southampton,Hamble",2002-01-07,0,,0,0,
315,36,MEDINA,2002-01-07,0,,0,0,
317,57,SWALE,2002-01-09,0,,0,0,
321,7,Thames,2002-01-14,0,,0,0,
318,9,"Weymouth,Fleet Lagoon",2002-01-10,0,,0,0,
325,13,"Burry,Llanelli North (sediment)",2002-01-15,0,,0,0,
326,13,"Burry, Llanelli North",2002-01-15,0,,0,0,
329,13,"Burry,East (sediment)",2002-01-16,0,,0,0,
330,13,"Burry,East",2002-01-16,0,,0,0,
319,18,BLYTH,2002-01-10,0,,0,0,
322,19,"Milford Haven,Coedcanlas spit",2002-01-15,0,,0,0,
323,19,"Milford Haven,Lawrenny quay",2002-01-15,0,,0,0,
320,24,CROUCH,2002-01-11,0,,0,0,
324,35,PORTSMOUTH,2002-01-14,0,,0,0,
327,61,"St.Ives Bay, Carrack Gladden",2002-01-16,0,,0,0,
328,61,"St.Ives Bay, Godrevy Cove",2002-01-16,0,,0,0,
331,12,"Fal,Turnaware Pontoon",2002-01-21,0,,0,0,
333,26,Chichester (a),2002-01-21,0,,0,0,
332,48,Liverpool,2002-01-21,0,,0,0,
339,6,"The wash,Gat",2002-01-28,0,,0,0,
340,6,"The Wash, Friskney",2002-01-28,0,,0,0,
344,6,"The Wash,Stylemans",2002-01-29,0,,0,0,
345,6,"The Wash,Daseleys",2002-01-29,0,,0,0,
336,13,"Burry,Llanelli North(water)",2002-01-28,0,,0,0,
337,13,"Burry,Llanelli North(sediment)",2002-01-28,0,,0,0,
341,13,"Burry, (East)",2002-01-28,0,,0,0,
342,13,Burry (East),2002-01-28,0,,0,0,
338,17,AVON,2002-01-28,0,,0,0,
334,21,BUTLEY,2002-01-23,0,,0,0,
346,34,NORTH KENT COAST,2002-01-29,0,,0,0,
343,38,Fowey,2002-01-28,0,,0,0,
335,40,Taw/Torridge,2002-01-28,0,,0,0,
349,6,"Wash,Gat",2002-02-04,0,,0,0,
350,6,"Wash,Friskney",2002-02-04,0,,0,0,
347,48,Liverpool,2002-02-04,0,,0,0,
348,57,SWALE,2002-02-05,0,,0,0,
351,6,"Wash, Daseleys",2002-02-05,0,,0,0,
352,6,"Wash, Styleman",2002-02-05,0,,0,0,
367,6,"Wash, Styleman",2002-02-12,0,,0,0,
368,6,"Wash, Gatt",2002-02-13,0,,0,0,
369,6,"Wash, Daseleys",2002-02-12,0,,0,0,
370,6,"Wash,Friskney (sediment)",2002-02-13,0,,0,0,
371,6,"Wash,Friskney (water)",2002-02-13,0,,0,0,
353,13,Burry shore (J),2002-02-11,0,,0,0,
354,13,Burry shore (I),2002-02-11,0,,0,0,
355,13,Burry shore (K),2002-02-11,0,,0,0,
356,13,Burry Inlet north (water),2002-02-11,0,,0,0,
364,13,Burry Inlet North (sediment),2002-02-11,0,,0,0,
363,19,Milford Haven Coedcanlas spit,2002-02-12,0,,0,0,
361,19,"Milford Haven, Lawrenny quay",2002-02-12,0,,0,0,
372,27," Southampton, Ryde middle",2002-02-12,0,,0,0,
365,27,"Southampton, Ryde Pier",2002-02-12,0,,0,0,
366,27,"Southampton, Hamble",2002-02-12,0,,0,0,
362,34,NORTH KENT COAST,2002-02-12,0,,0,0,
358,35,PORTSMOUTH,2002-02-12,0,,0,0,
357,38,Fowey,2002-02-11,0,,0,0,
359,61,"St Ives bay, Godrevy cove",2002-02-12,0,,0,0,
360,61,"St Ives Bay, Carrack Gladden",2002-02-12,0,,0,0,
386,7,Thames,2002-02-18,0,,0,0,
374,6,"wash, Friskney",2002-02-17,0,,0,0,
375,6,"Wash,Gatt",2002-02-17,0,,0,0,
376,6,Wash Daseleys,2002-02-17,0,,0,0,
377,6,"Wash, Stylemans",2002-02-17,0,,0,0,
380,12,"Fal,Turnaware Pontoon",2002-02-18,0,,0,0,
381,13,"Burry, south side-east",2002-02-18,0,,0,0,
382,13,Burry south side mid,2002-02-18,0,,0,0,
383,13,Burry.,2002-02-18,0,,0,0,
384,13,"Burry,North, water",2002-02-18,0,,0,0,
385,13,"Burry, North .sediment",2002-02-18,0,,0,0,
373,21,BUTLEY,2002-02-13,0,,0,0,
387,34,NORTH KENT COAST,2002-02-18,0,,0,0,
378,36,MEDINA,2002-02-18,0,,0,0,
386,7,Thames,2002-02-18,0,,0,0,
374,6,"wash, Friskney",2002-02-17,0,,0,0,
375,6,"Wash,Gatt",2002-02-17,0,,0,0,
376,6,Wash Daseleys,2002-02-17,0,,0,0,
377,6,"Wash, Stylemans",2002-02-17,0,,0,0,
380,12,"Fal,Turnaware Pontoon",2002-02-18,0,,0,0,
381,13,"Burry, south side-east",2002-02-18,0,,0,0,
382,13,Burry south side mid,2002-02-18,0,,0,0,
383,13,Burry.,2002-02-18,0,,0,0,
384,13,"Burry,North, water",2002-02-18,0,,0,0,
385,13,"Burry, North .sediment",2002-02-18,0,,0,0,
373,21,BUTLEY,2002-02-13,0,,0,0,
387,34,NORTH KENT COAST,2002-02-18,0,,0,0,
378,36,MEDINA,2002-02-18,0,,0,0,
388,9,Weymouth/ Portland,2002-02-25,0,,0,0,
389,12,"Fal,Turnaware Pontoon",2002-02-25,0,,0,0,
392,13,"Burry, sediment,BO38Q",2002-02-26,0,,0,0,
393,13,"Burry,sediment,BO38I",2002-02-26,0,,0,0,
394,13,"Burry,sediment,BO38K",2002-02-26,0,,0,0,
395,13,"Burry,sediment,BO38J",2002-02-26,0,,0,0,
396,13,"Burry,seaweed,south",2002-02-26,0,,0,0,
397,13,"Burry, seaweed,North",2002-02-26,0,,0,0,
398,13,"Burry,seaweed,east",2002-02-26,0,,0,0,
399,13,"Burry,water, BO38K",2002-02-26,0,,0,0,
400,13,"Burry,BO38Q,sediment",2002-02-26,0,,0,0,
401,13,"Burry,BO38J,water",2002-02-26,0,,0,0,
402,13,"Burry,BO38E, sediment",2002-02-26,0,,0,0,
403,13,"Burry,BO38E, water",2002-02-26,0,,0,0,
390,17,AVON,2002-02-27,0,,0,0,
391,40,Taw/Torridge,2002-02-26,0,,0,0,
424,12,"Fal,Percuil",2002-03-04,0,,0,0,
425,12,"Fal, Turnaware",2002-03-04,0,,0,0,
426,12,"Fal,Penryn",2002-03-04,0,,0,0,
404,14,MENAI STRAIT,2002-03-04,0,,0,0,
409,13,"Burry, seaweed,south side west",2002-03-04,0,,0,0,
410,13,"Burry,seaweed south side east",2002-03-04,0,,0,0,
411,13,"Burry, seaweed, south side mid",2002-03-04,0,,0,0,
412,13,"Burry,Sediment,south side west",2002-03-04,0,,0,0,
413,13,"Burry,sediment,Ocher draw",2002-03-04,0,,0,0,
414,13,"Burry, sediment,south side east",2002-03-04,0,,0,0,
419,13,"Burry,sediment,north",2002-03-04,0,,0,0,
415,13,"Burry,sediment,south side mid",2002-03-04,0,,0,0,
416,13,"Burry, water, south side east",2002-03-04,0,,0,0,
417,13,"Burry,water,Ocher draw",2002-03-04,0,,0,0,
418,13,"Burry,water,south side west",2002-03-04,0,,0,0,
420,13,"Burry,water,North,east",2002-03-04,0,,0,0,
421,13,"Burry,seaweed,north,east",2002-03-04,0,,0,0,
422,13,"Burry,water,north,pwll",2002-03-04,0,,0,0,
423,13,"Burry,seaweed,north,pwll",2002-03-04,0,,0,0,
427,18,BLYTH,2002-03-05,0,,0,0,
408,22,Colchester,2002-03-06,0,,0,0,
407,48,Liverpool,2002-03-04,0,,0,0,
406,57,SWALE,2002-03-06,0,,0,0,
,61,St.Ives Bay,2002-03-04,0,,0,0,
445,6,"Wash, Daisleys, water",2002-03-12,0,,0,0,
446,6,"Wash, Daisleys, sediment",2002-03-12,0,,0,0,
447,6,"Wash, Friskney,water",2002-03-12,0,,0,0,
448,6,"Wash, Friskney, sediment",2002-03-12,0,,0,0,
439,7,Thames,2002-03-11,0,,0,0,
444,9,"Weymouth, Fleet Lagoon",2002-03-13,0,,0,0,
428,13,"Burry,Pwll,live, water",2002-03-11,0,,0,0,
429,13,"Burry,training wall,live.water",2002-03-11,0,,0,0,
430,13,"Burry,North,sediment",2002-03-11,0,,0,0,
431,13,"Burry,North,water",2002-03-11,0,,0,0,
432,13,"Burry, south side west,water",2002-03-11,0,,0,0,
434,13,"Burry,Ocher draw,water",2002-03-11,0,,0,0,
435,13,"Burry,Pwll,Channelled wrack",2002-03-11,0,,0,0,
436,13,"Burry,Pwll,Bladder wrack",2002-03-11,0,,0,0,
437,13,"Burry,seaweed,training wall",2002-03-11,0,,0,0,
