SampleId,SiteNumber,SiteLocation,SampleDate,PSP,PotentialDirectToxicity,DSP,ASP,SampleMethod
440,13,"Burry,south side mid,water",2002-03-11,0,,0,0,
441,13,"Burry,south side east,water",2002-03-11,0,,0,0,
449,17,AVON,2002-03-13,0,,0,0,
443,19,"Milford,Coedcanlas spit",2002-03-12,0,,0,0,
438,19,"Milford,Lawrenny quay",2002-03-12,0,,0,0,
433,34,"North Kent, Pollard",2002-03-11,0,,0,0,
442,38,Fowey,2002-03-12,0,,0,0,
455,13,Burry PWLL,2002-03-17,0,,0,0,
456,13,Burry Training Wall,2002-03-17,0,,0,0,
457,13,Burry Training Wall C Wrack,2002-03-17,0,,0,0,
458,13,Burry PWLL C Wrack,2002-03-17,0,,0,0,
459,13,Burry PWLL Bladder Wrack,2002-03-17,0,,0,0,
460,13,Burry Ocher Draw,2002-03-17,0,,0,0,
461,13,Burry South Side West,2002-03-17,0,,0,0,
462,13,Burry South Side Mid,2002-03-17,0,,0,0,
463,13,Burry BO38D water,2002-03-17,0,,0,0,
464,13,Burry B038D sediment,2002-03-17,0,,0,0,
465,13,Burry South Side East,2002-03-17,0,,0,0,
450,21,BUTLEY,2002-03-18,0,,0,0,
451,22,Colchester Peewit Island,2002-03-18,0,,0,0,
452,26,Chichester Harbour A/B,2002-03-18,0,,0,0,
453,34,North Kent Coast Slime/Weed,2002-03-18,0,,0,0,
454,34,North Kent Coast Water,2000-03-18,0,,0,0,
470,13,Burry PWLL water,2002-03-25,0,,0,0,
471,13,Burry Training Wall water,2002-03-25,0,,0,0,
472,13,Burry PWLL C. Wrack,2002-03-25,0,,0,0,
473,13,Burry PWLL B. Wrack,2002-03-25,0,,0,0,
474,13,Burry Training Wall C. Wrack,2002-03-25,0,,0,0,
475,13,Burry North water,2002-03-25,0,,0,0,
476,13,Burry North sediment,2002-03-25,0,,0,0,
466,18,BLYTH,2002-03-19,0,,0,0,
467,35,PORTSMOUTH,2002-03-26,0,,0,0,
468,36,MEDINA,2002-03-25,0,,0,0,
469,40,Taw/Torridge,2002-03-26,0,,0,0,
486,6,Wash Friskney,2002-04-01,0,,0,0,
487,6,Wash Gat Channel,2002-04-01,0,,0,0,
488,6,Wash Stylemans,2002-04-02,0,,0,0,
489,6,Wash Daseleys Sane,2002-04-02,0,,0,0,
477,7,Thames Phoenix,2002-04-02,0,,0,0,
478,7,Thames Site 1 River Swale,2002-04-02,0,,0,0,
490,13,Burry South Side West,2002-04-02,0,,0,0,
491,13,Burry South Side East,2002-04-02,0,,0,0,
492,13,Burry Ocher Draw,2002-04-02,0,,0,0,
493,13,Burry North Water,2002-04-02,0,,0,0,
494,13,Burry North Sediment,2002-04-02,0,,0,0,
495,13,Burry Training Wall water,2002-04-02,0,,0,0,
496,13,Burry PWLL Water,2002-04-02,0,,0,0,
497,13,Burry PWLL B. Wrack,2002-04-02,0,,0,0,
498,13,Burry Training Wall C. Wrack,2002-04-02,0,,0,0,
499,13,Burry PWLL B. Wrack,2002-04-02,0,,0,0,
485,30,Fishguard Goodwick Sands,2002-03-26,0,,0,0,
479,34,North Kent Coast Sediment,2002-04-02,0,,0,0,
480,34,North Kent Coast Seaweed,2002-04-02,Unable,,to ,analyse,
481,37,BRIXHAM,2002-04-03,0,,0,0,
482,38,Fowey,2000-04-03,0,,0,0,
483,61,St Ives Bay Godrevy Cove,2002-04-03,0,,0,0,
484,61,St Ives Bay Carrack Gladden,2002-04-03,0,,0,0,
500,12,"Fal,Turnaware Pontoon",2002-04-08,91967,,0,0,
506,13,"Burry,North,water",2002-04-08,0,,0,0,
507,13,"Burry, North, sediment",2002-04-08,0,,0,0,
508,13,"Burry,Training wall,water",2002-04-08,0,,0,0,
509,13,"Burry, Pwll, water",2002-04-08,0,,0,0,
510,13,"Burry,Pwll, c.wrack,",2002-04-08,0,,0,0,
511,13,"Burry,T.wall,b.wrack",2002-04-08,0,,0,0,
512,13,"Burry, Pwll, b.wrack",2002-04-08,0,,0,0,
513,13,"Burry,South side east, water",2002-04-08,0,,0,0,
514,13,"Burry,Ocher draw, water",2002-04-08,0,,0,0,
515,13,"Burry,South side west, water",2002-04-08,0,,0,0,
501,19,"Milford,Lawrenny Quay",2002-04-09,0,,0,0,
502,19,"Milford, Coedcanlas spit",2002-04-09,0,,0,0,
516,22,Colchester,2002-04-09,0,,0,0,
503,34,"North Kent,Water",2002-04-09,0,,0,0,
504,34,"North Kent,Slime",2002-04-09,0,,0,0,
505,34,"North Kent,seaweed",2002-04-09,0,,0,0,
517,47,Camel,2002-04-09,0,,40,0,
532,6,"wash,Friskney",2002-04-15,0,,0,0,
533,6,"Wash,Gat",2002-04-15,0,,0,58,
534,6,"Wash,Teetotal",2002-04-15,0,,0,0,
535,6,"wash,Stylemans",2002-04-15,0,,0,60,
518,12,"Fal,Turnaware Pontoon",2002-04-15,241412,,0,0,
536,13,"Burry,Llanelli,water",2002-04-15,0,,0,0,
537,13,"Burry,Llanelli, sediment",2002-04-15,0,,0,0,
538,13,"Burry,Training wall,water",2002-04-15,0,,0,0,
539,13,"Burry,Training,Bladder wrack",2002-04-15,0,,0,0,
540,13,"Burry,Pwll,water",2002-04-15,0,,0,0,
541,13,"Burry,Pwll,Channelled wrack",2002-04-15,0,,0,0,
542,13,"Burry,Sseast",2002-04-15,0,,0,0,
543,13,"Burry,Sswest",2002-04-15,0,,0,0,
544,13,"Burry,Ocher draw",2002-04-15,0,,0,0,
519,14,MENAI STRAIT,2002-04-15,0,,0,320,
520,17,AVON,2002-04-11,0,,0,0,
521,18,"Blyth,Offshore",2002-04-09,22991,,0,120,
522,18,Blyth.,2002-04-16,17244,,0,110,
523,18,"Blyth, (live)",2002-04-16,8,,0,70,
524,21,Butley,2002-04-15,0,,0,0,
525,27,"Southampton,Hamble",2002-04-17,0,,0,0,
526,27,"Southampton,Pier",2002-04-17,0,,0,0,
527,27,Southampton,2002-04-17,0,,0,0,
528,34,"Kent,Slime weed",2002-04-15,0,,0,0,
529,34,NORTH KENT COAST,2002-04-15,0,,0,0,
530,38,Fowey,2002-04-16,0,,0,0,
531,48,Liverpool,2002-04-15,0,,0,0,
545,9,Weymouth inner harbour,2002-04-23,8622,,0,0,
553,13,"Burry,Pwll, water",2002-04-22,0,,0,20,
554,13,"Burry,Pwll,bladderwrack",2002-04-22,0,,0,present,
555,13,"Burry,Pwll,channelledwrack",2002-04-22,0,,0,0,
556,13,"Burry,Training wall,water (live)",2002-04-22,300,,20,80,
557,13,"Burry,training wall,green leaves",2002-04-22,0,,0,0,
558,13,"Burry,training wall,Bladderwrack",2002-04-22,0,,0,present,
559,13,"Burry,Llanelli,sediment",2002-04-22,0,,0,0,
560,13,"Burry,Llanelli, water",2002-04-22,0,,0,0,
561,13,"Burry, south side west, water",2002-04-23,2874,,0,0,
562,13,"Burry,south side east, water",2002-04-23,8622,,0,0,
546,19,"Milford,Coedcanlas spit",2002-04-23,0,,0,0,
547,19,"Milford,Lawrenny quay",2002-04-23,0,,0,0,
548,22,Colchester,2002-04-22,0,,0,0,
549,24,Roach/Crouch,2002-04-24,0,,0,0,
550,34,"North Kent, water",2002-04-22,0,,0,0,
551,34,"North Kent, sediment",2002-04-22,0,,0,0,
552,34,"North Kent, slime",2002-04-22,0,,0,0,
563,9,Weymouth inner harbour,2002-04-29,0,,0,0,
564,12,"Fal,Turnaware Pontoon",2002-04-30,0,,0,0,
568,13,"Burry,Training wall, water",2002-04-29,0,,0,0,
569,13,"Burry,Pwll, water",2002-04-29,0,,0,0,
570,13,"Burry,South side mid, water",2002-04-29,0,,0,0,
571,13,"Burry, North, water",2002-04-29,0,,0,0,
572,13,"Burry, South side east, water",2002-04-29,0,,0,0,
573,13,"Burry,South side west, water",2002-04-29,0,,0,0,
565,13,"Burry, Ocher draw, water",2002-04-23,0,,0,0,
566,14,MENAI STRAIT,2002-04-29,0,,0,0,
567,34,NORTH KENT COAST,2002-04-29,0,,0,0,
585,6,"Wash,Daseleys,water",2002-05-07,0,,0,0,
586,6,"Wash,Friskney,water",2002-05-07,0,,0,0,
579,13,"Burry,south side west, water",2002-05-07,0,,0,0,
580,13,"Burry,north,water",2002-05-07,0,,0,0,
581,13,"Burry,south side mid,water",2002-05-07,0,,0,0,
582,13,"Burry,south side east,water",2002-05-07,0,,0,0,
583,13,"Burry,Pwll,water",2002-05-08,0,,0,0,
584,13,"Burry,Training wall,water",2002-05-08,0,,0,0,
574,17,AVON,2002-05-08,0,,0,0,
575,34,"North Kent,Seaweed",2002-05-07,0,,0,0,
576,34,"North Kent,Slime",2002-05-07,0,,0,0,
577,34,"North Kent,Water",2002-05-07,0,,0,0,
578,38,Fowey,2002-05-07,0,,0,0,
588,6,"Wash,Stylemans",2002-05-14,0,,0,0,
589,6,"Wash,Gat",2002-05-14,0,,0,0,
590,6,"Wash,Daseleys",2002-05-14,0,,0,0,
591,6,"Wash,Friskney",2002-05-14,0,,0,0,
592,7,"Thames, Phoenix",2002-05-13,0,,0,0,
593,13,"Burry,South side east",2002-05-14,0,,0,0,
594,13,"Burry,South side west",2002-05-14,0,,0,0,
595,13,"Burry,Pwll,live",2002-05-13,0,,0,0,
596,13,"Burry,Training wall,live",2002-05-13,0,,0,0,
597,13,"Burry,South side mid",2002-05-14,0,,0,0,
598,13,"Burry,North west,preserved",2002-05-13,0,,0,0,
599,13,"Burry,North west,unpreserved",2002-05-13,0,,0,0,
600,13,Burry inlet North (D),2002-05-13,0,,0,0,
,19,"Milford Haven, Coedcanlas spit",2002-05-14,0,,0,0,
601,19,"Milford Haven, Lawrenny quay",2002-05-14,0,,0,0,
602,47,Camel,2002-05-14,0,,0,0,
603,13,"Burry,D,Machynys",2002-05-20,0,,0,0,
604,13,"Burry,Training wall",2002-05-20,0,,0,0,
605,13,"Burry,Pwll",2002-05-20,0,,0,0,
606,21,BUTLEY,2002-05-20,0,,0,0,
607,26,"Chichester,A,Mill Rythe",2002-05-20,0,,0,0,
608,34,"North Kent,Pollard",2002-05-21,0,,0,0,
609,36,Medina,2002-05-20,0,,0,0,
610,47,Camel,2002-05-21,0,,0,0,
611,48,Liverpool,2002-05-20,0,,0,0,
612,57,SWALE,2002-05-20,0,,0,0,
613,1,Holy Island,2002-05-28,0,,0,0,
614,6,"Wash, Daseleys",2002-05-27,0,,0,0,
615,6,"Wash, Friskney",2002-05-27,0,,0,0,
616,9,Weymouth Inner Harbour,2002-05-28,0,,0,0,
617,12,"Fal,Turnaware Pontoon",2002-05-27,0,,0,0,
618,13,"Burry,Machynys",2002-05-27,0,,0,0,
619,13,"Burry,Pwll",2002-05-27,0,,0,0,
620,13,"Burry,Training Wall",2002-05-27,0,,0,0,
621,14,MENAI STRAIT,2002-05-28,0,,0,0,
622,18,BLYTH,2002-05-27,0,,0,0,
623,19,"Milford Haven,Coedcanlas Spit",2002-05-27,0,,0,0,
624,19,"Milford Haven, Lawrenny Quay",2002-05-27,0,,0,0,
625,38,Fowey,2002-05-29,0,,0,0,
625,6,"Wash,Friskney",2002-06-10,0,,0,0,
626,6,"Wash,Gat",2002-06-10,0,,0,0,
627,6,"Wash,Stylemans",2002-06-11,0,,0,0,
628,6,"Wash,Teetotal",2002-06-11,0,,0,0,
629,13,"Burry,D",2002-06-10,0,,0,0,
630,13,"Burry,Pwll",2002-06-10,0,,0,0,
631,13,"Burry,Training wall",2002-06-10,0,,0,0,
632,13,"Burry,SSW",2002-06-12,0,,0,0,
633,13,"Burry,SSE",2002-06-11,0,,0,0,
634,14,MENAI STRAIT,2002-06-11,0,,0,10,
635,19,"Milford, Coedcanlas Spit",2002-06-10,0,,0,0,
636,19,"Milford,Lawrenny Quay",2002-06-10,0,,0,0,
637,22,Colchester,2002-05-28,0,,0,0,
638,24,Roach/Crouch,2002-06-10,0,,0,0,
639,27,"Southampton,Middle",2002-05-30,0,,0,0,
640,27,"Southampton,Pier",2002-05-30,0,,0,0,
641,27,"Southampton,Hamble",2002-05-30,0,,0,0,
642,27,"Southampton,Pier",2002-06-11,0,,0,0,
643,27,"Southampton,Hamble",2002-06-11,0,,0,8,
644,27,"Southampton,Middle",2002-06-11,0,,0,0,
645,34,NORTH KENT COAST,2002-06-12,0,,0,0,
646,38,Fowey,2002-06-12,0,,0,0,
647,1,Holy Island,2002-06-18,0,,0,0,
648,7,Thames,2002-06-17,0,,2,0,
649,9,Weymouth/ Portland,2002-06-17,0,,2,0,
653,13,"Burry, Machynys",2002-06-16,0,,0,0,
654,13,"Burry,Training wall",2002-06-16,0,,0,0,
655,13,"Burry,Pwll",2002-06-16,0,,0,0,
656,13,"Burry,SSE",2002-06-17,0,,100,1540,
657,13,"Burry,SSW",2002-06-17,0,,0,0,
650,21,BUTLEY,2002-06-17,0,,0,0,
651,36,Medina,2002-06-17,0,,0,0,
652,48,Liverpool,2002-06-17,0,,0,0,
659,1,Holy Island,2002-06-25,0,,0,0,
660,6,"Wash,Gat",2002-06-25,0,,0,0,
661,6,"Wash,Friskney",2002-06-25,0,,0,0,
662,6,"Wash, Stylemans",2002-06-24,0,,0,0,
663,6,"wash,Daisleys",2002-06-25,0,,0,0,
664,7,Thames,2002-06-24,0,,0,0,
665,12,Fal,2002-06-24,0,,0,0,
666,13,"Burry,D,Machynys",2002-06-24,0,,0,0,
667,13,"Burry,Training wall",2002-06-24,0,,0,0,
668,13,"Burry,Pwll",2002-06-24,0,,0,0,
669,13,"Burry,NW,Lugols",2002-06-24,0,,0,0,
670,13,"Burry, J sw",2002-06-25,0,,0,0,
671,13,"Burry,I,SE",2002-06-25,0,,0,0,
661,12,"Fal,Turnaware Pontoon",2002-06-24,0,,0,0,
672,14,MENAI STRAIT,2002-06-24,0,,0,0,
673,17,AVON,2002-06-25,0,,0,0,
674,18,BLYTH,2002-06-25,0,,22995,0,
675,19,"Milford,Coedcanlas spi",2002-06-24,0,,0,0,
676,19,"Milford,Lawrenny quay",2002-06-24,0,,0,0,
665,19,"Milford, Coedcanlas spit",2002-06-24,0,,0,0,
677,36,MEDINA,2002-06-25,0,,0,0,
667,36,Medina,2002-06-25,0,,0,0,
678,38,Fowey,2002-06-25,0,,0,0,
679,47,Camel,2002-06-25,0,,2,0,
680,57,SWALE,2002-06-27,0,,0,0,
681,12,"Fal,Turnaware Pontoon",2002-07-03,0,,0,80482,
682,13,"Burry, N.E, site 4",2002-07-01,0,,0,0,
683,13,"Burry,Pwll,Live",2002-07-01,0,,0,0,
684,13,"Burry,Training wall,Live",2002-07-01,0,,0,0,
685,18,BLYTH,2002-07-03,0,,2874,0,
686,22,Colchester,2002-07-02,0,,0,0,
687,6,"Wash,Teetotal Channel",2002-07-08,0,,0,0,
688,6,"Wash,Friskney",2002-07-08,0,,0,0,
689,6,"Wash,Gat",2002-07-08,0,,0,0,
690,7,"Thames, Chapman Sands",2002-07-08,0,,0,0,
691,13,"Burry,Machynys, D",2002-07-08,0,,0,0,
692,13,"Burry,Pwll,Live",2002-07-09,0,,0,0,
693,13,"Burry,Training Wall, Live",2002-07-09,0,,0,0,
694,19,"Milford, Lawrenny Quay",2002-07-08,0,,0,0,
695,19,"Milford,Coedcanlas Spit",2002-07-08,0,,0,0,
696,27,"Southampton,Ryde Pier",2002-07-10,0,,0,0,
697,27,"Southampton,Ryde Middle",2002-07-10,0,,0,0,
698,27,"Southampton, Hamble",2002-07-10,0,,0,0,
699,34,"North Kent, Lobster tank",2002-07-09,0,,0,0,
700,34,North Kent Coast,2002-07-09,0,,0,0,
701,36,"Isle of Wight, Medina",2002-07-09,0,,0,0,
702,1,Holy Island,2002-07-15,0,,0,0,
703,9,Weymouth Inner harbour,2002-07-16,155216,,2,44,
704,13,"Burry,D Machynys",2002-07-14,0,,0,0,
705,13,"Burry,Pwll,live",2002-07-14,0,,0,0,
706,13,"Burry,Training Wall, live",2002-07-14,0,,0,0,
707,14,MENAI STRAIT,2002-07-16,0,,0,0,
708,26,Chichester A,2002-07-15,0,,0,5548,
709,38,Fowey,2002-07-15,0,,0,0,
710,48,Liverpool,2002-07-15,0,,0,0,
711,57,SWALE,2002-07-16,0,,0,0,
712,9,Weymouth,2002-07-18,71849,,0,0,
713,9,Weymouth ,2002-07-22,215546,,0,120,
714,9,Weymouth ,2002-07-25,1574928,,0,118,
715,12,"Fal,Turnaware Pontoon",2002-07-22,0,,0,22,
726,13,Burry PWLL,2002-07-22,0,,0,0,
727,13,Burry Training Wall,2002-07-22,0,,0,0,
716,13,Burry Inlet,2002-07-22,0,,0,0,
717,18,BLYTH,2002-07-19,0,,0,0,
718,19,Milford Haven C Spit,2002-07-22,0,,0,0,
719,19,Milford Have L Quay,2002-07-22,0,,0,0,
720,21,BUTLEY,2002-07-22,0,,0,0,
721,22,Colchester,2002-07-23,0,,0,0,
722,36,MEDINA,2002-07-23,0,,0,0,
723,38,Fowey,2002-07-21,0,,0,0,
724,47,Camel,2002-07-22,3340,,0,0,
725,47,Camel,2002-07-24,0,,0,0,
728,9,Weymouth Inner Harbour,2002-07-30,37361,,0,256,
729,13,Burry B038D,2002-07-29,0,,0,0,
730,13,Burry B038H,2002-07-23,0,,0,0,
734,13,Burry Training Wall,2002-07-29,0,,0,0,
735,13,Burry PWLL,2002-07-29,0,,0,0,
737,14,MENAI STRAIT,2002-07-30,0,,0,0,
736,17,AVON,2002-07-30,0,,4,0,
731,22,Colchester,2002-07-30,0,,0,0,
732,38,Fowey,2002-07-30,91966,,6,0,
733,38,Fowey,2002-08-01,89092,,16,0,
738,13,"Burry,D",2002-08-05,0,,0,0,
739,13,"Burry,Pwll,Live",2002-08-05,0,,0,0,
740,13,"Burry,Training wall",2002-08-05,0,,0,0,
741,17,AVON,2002-08-07,,,flagellate bloomresult to follow,,
742,19,"Milford haven,Coedcanlas Spit",2002-08-05,0,,0,0,
743,22,"Colchester,Peewit Island",2002-08-06,0,,0,0,
744,24,Roach/Crouch,2002-08-02,0,,0,0,
745,27,"Southampton,6",2002-08-05,0,,0,0,
746,27,"Southampton,15",2002-08-05,0,,0,0,
747,27,"Southampton,13",2002-08-05,0,,0,0,
748,34,"North kent Coast,Water",2002-08-05,0,,0,0,
749,34,"North Kent Coast,Seaweed",2002-08-05,0,,0,0,
,36,Medina,2002-08-06,0,,0,0,
750,38,"Fowey,Live",2002-08-05,0,present,0,present,
751,38,Fowey,2002-08-05,0,152341,2874,5548,
752,38,Fowey,2002-08-07,0,666852,106,0,
753,47,Camel,2002-08-07,14371,,0,0,
754,57,SWALE,2002-08-07,0,,0,8622,
755,7,"Thames, Chapman sands",2002-08-14,0,11497,2,0,
756,12,"Fal,Turnaware pontoon",2002-08-12,0,704219,18,0,
757,12,"Fal,Turnaware Pontoon",2002-08-14,0,20121,4,0,
758,13,"Burry,North",2002-08-12,0,0,0,0,
759,13,"Burry,Pwll,Live",2002-08-12,0,0,0,0,
760,13,"Burry,Training wall,Live",2002-08-12,0,0,0,0,
761,14,MENAI STRAIT,2002-08-12,0,0,0,0,
741,17,Avon,2002-08-07,0,1724619,0,0,
762,17,Avon,2002-08-14,0,14371,0,50,
763,26,"Chichester,Mill Rythe,A",2002-08-15,0,8622,0,0,
764,37,BRIXHAM,2002-08-14,0,8623,0,40241,
765,38,Fowey,2002-08-13,0,45990,0,0,
766,47,Camel,2002-08-15,0,20121,0,0,
767,57,SWALE,2002-08-13,0,4,0,0,
768,7,"Thames, chapman sands",2002-08-19,0,0,6,0,
769,13,"Burry,Pwll,Live",2002-08-19,0,0,0,0,
770,13,"Burry,training wall,Live",2002-08-19,0,0,80,0,
771,13,"Burry,North",2002-08-19,0,0,0,0,
772,19,"Milford Haven,Lawrenny quay",2002-08-19,0,0,0,0,
773,19,"Milford haven,Coedcanlas spit",2002-08-19,0,0,0,0,
774,21,BUTLEY,2002-08-19,0,0,0,0,
775,36,Medina`,2002-08-20,0,0,0,0,
776,37,BRIXHAM,2002-08-21,1461,1461,18,5842,
777,47,Camel,2002-08-20,0,0,0,0,
778,1,Holy Island,2002-08-27,0,0,30,0,
779,7,"Thames, Chapman sands",2002-08-28,0,2,14,0,
780,9,Weymouth Inner Harbour,2002-08-27,0,0,0,11497,
781,13,"Burry,Pwll,Live",2002-08-27,0,0,0,0,
782,13,"Burry.Training wall,Live",2002-08-27,0,0,0,0,
783,13,"Burry,Machynys (North)",2002-08-27,0,0,0,0,
784,14,MENAI STRAIT,2002-08-27,0,0,0,0,
785,22,"Colchester,Strood Channel",2002-08-28,0,0,0,0,
786,37,BRIXHAM,2002-08-28,0,0,2,0,
787,12,Fal,2002-09-04,0,934169,14,64,
788,13,Burry Inlet,2002-09-03,0,0,0,0,
796,13,PWLL Burry fresh,2002-09-03,0,0,0,0,
797,13,T Wall Burry fresh,2002-09-03,0,0,0,3320,
789,17,Avon,2002-09-05,43115 to be conf.,0,0,0,
790,24,Roach/Crouch,2002-09-05,0,0,0,0,
791,27,Southampton Hamble,2002-09-02,0,0,0,0,
792,27,Southampton ERM,2002-09-02,0,0,0,0,
795,36,Medina,2002-09-05,0,0,0,0,
793,37,Brixham,2002-09-05,0,14371,0,0,
794,38,Fowey,2002-08-29,0,48864,0,0,
798,1,Holy Island,2002-09-09,0,,0,20121,
799,9,Weymouth harbour,2002-09-10,0,,0,0,
800,13,"Burry,D",2002-09-09,0,,0,0,
801,13,"Burry,Pwll,Live",2002-09-09,0,,0,0,
802,13,"Burry,T.Wall,Live",2002-09-09,0,,0,0,
803,14,Menai Strait,2002-09-09,0,,0,0,
804,17,Avon,2002-09-11,0,,0,0,
805,19,"Milford,Coedcanlas sp",2002-09-12,0,,0,0,
806,19,"Milford,Lawrenny qu",2002-09-12,0,,0,0,
807,34,"Kent,Mimms bay",2002-09-10,0,,0,0,
808,47,Camel,2002-09-05,0,,4,0,
809,48,Liverpool,2002-09-09,0,,0,16,
810,1,Holy Island,2002-09-17,0,0,2874,0,
811,6,"Wash,Cork Hole",2002-09-09,0,0,0,0,
812,6,"Wash,Teetotal",2002-09-09,0,0,0,0,
813,6,"Wash,Friskney",2002-09-09,0,0,0,0,
814,6,"Wash,Gat",2002-09-09,0,0,0,0,
815,6,"Wash,Friskney",2002-09-16,0,0,0,50,
816,6,"Wash,teetotal",2002-09-16,0,0,0,50,
817,13,"Burry,training wall,Live",2002-09-16,0,0,0,0,
818,13,"Burry,North",2002-09-16,0,0,0,0,
819,13,"Burry,J,SSW",2002-09-18,0,0,0,0,
820,13,"Burry,Pwll,Live",2002-09-16,0,0,0,0,
821,21,Butley,2002-09-16,0,0,0,0,
822,22,Colchester,2002-09-17,0,0,0,0,
823,36,Medina,2002-09-17,0,11495,0,0,
824,38,Fowey,2002-09-17,0,2874,0,0,
825,47,Camel,2002-09-17,0,0,0,0,
826,1,Holy Island,2002-09-23,0,,0,0,
827,6,"Wash,Gat",2002-09-21,0,,0,0,
828,6,"Wash,Cork Hole",2002-09-20,0,,0,11497,
829,6,"Wash,Friskney",2002-09-24,0,,0,0,
830,6,"Wash, Gat",2002-09-24,0,,0,0,
831,6,"Wash,Cork Hole",2002-09-25,0,,0,20117,
832,6,"wash, Teetotal",2002-09-25,0,,0,0,
833,7,Thames,2002-09-24,0,,0,0,
834,9,Weymouth/ Portland,2002-09-24,0,,0,40,
835,13,"Burry,D,north",2002-09-22,0,,0,0,
836,13,"Burry,B,North",2002-09-22,0,,0,0,
835,13,"Burry, D, North",2002-09-22,0,,0,0,
836,13,"Burry, B, North",2002-09-22,0,,0,0,
837,14,Menai Strait,2002-09-23,0,,0,0,
838,19,"Milford, lawrenny Q",2002-09-23,0,,0,0,
839,34,North Kent Coast,2002-09-23,0,,0,0,
839,34,North Kent Coast,2002-09-23,0,,0,0,
840,38,Fowey,2002-09-23,0,,0,0,
841,1,Holy Island,2002-10-01,0,60362,0,0,
842,6,"Wash,Friskney",2002-10-01,0,0,4,52,
843,6,"Wash,Teetotal",2002-10-01,0,0,0,0,
844,12,"Fal, Helford",2002-10-01,0,,0,0,
845,13,"Burry,T. wall, live",2002-09-30,0,0,0,920,
846,13,"Burry,Pwll, live",2002-09-30,0,0,0,0,
847,13,"Burry,North, D",2002-09-30,0,0,0,0,
848,13,"Burry,SSE,I",2002-09-30,0,0,0,0,
849,13,"Burry,SSW,J",2002-09-30,0,0,0,0,
850,36,"Medina,Folly Marina",2002-09-30,0,0,0,0,
851,37,Brixham,2002-10-02,0,8623,0,40241,
852,57,Swale,2002-09-26,0,0,0,0,
,1,Holy Island,,,,,0,
853,7,Thames,2002-10-07,0,,0,0,
854,13,"Burry,Pwll,Live",2002-10-07,0,,0,0,
855,13,"Burry,T. wall,Live",2002-10-07,0,,0,0,
856,13,"Burry,D",2002-10-07,0,,0,0,
857,17,"Avon, Hexdown Quay",2002-10-07,0,,0,8623,
858,19,"Milford, C.Spit",2002-10-07,0,,0,0,
859,19,"Milford,L.Quay",2002-10-07,0,,0,0,
860,27,"Southampton,13",2002-10-07,0,,0,20,
861,27,"Southampton, 6",2002-10-07,0,,0,5749,
862,27,"Southampton,15",2002-10-07,0,,0,0,
863,38,Fowey,2002-10-08,0,,0,43115,
864,57,Swale,2002-10-10,0,,0,0,
865,12,Fal turnaware pontoon,2002-10-14,0,2874,8,4,
866,13,"Burry, Pwll,live",2002-10-14,0,0,0,0,
867,13,"Burry, T.wall,live",2002-10-14,0,0,0,0,
868,21,Butley,2002-10-14,0,0,0,0,
869,22,Colchester,2002-10-16,0,0,0,0,
870,47,Camel,2002-10-16,0,0,0,0,
,1,Holy Island,,,,,0,
870,13,Burry Pwll (live),2002-10-21,0,,0,0,
871,13,Burry T. wall (live),2002-10-21,0,,0,1080,
873,13,Burry D (North),2002-10-21,0,,0,0,
874,34,North Kent Coast,2002-10-28,0,,0,0,
