SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
365/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-06-09,ND,ND,ND,863000,ND,ND,ND
366/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-06-08,ND,40,ND,ND,ND,ND,ND
367/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-06-10,ND,ND,ND,1640,ND,ND,ND
368/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-06-10,ND,ND,ND,ND,ND,ND,ND
369/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-06-09,ND,120,ND,23960,ND,ND,ND
370/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-06-10,ND,120,ND,27080,ND,ND,80
371/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-06-09,ND,200,ND,13800,ND,ND,ND
372/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-06-09,ND,240,ND,20880,ND,ND,ND
373/20,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2020-06-09,ND,40,ND,ND,ND,ND,ND
374/20,Portland,B25AJ,Dorset Council,SY68918032,Weymouth Bay,2020-06-09,ND,ND,ND,ND,ND,ND,ND
375/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-06-10,ND,ND,ND,15800,ND,ND,ND
376/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-06-10,ND,ND,ND,ND,ND,ND,ND
377/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-06-10,40,40,ND,ND,ND,ND,85000
378/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-06-15,ND,ND,ND,ND,ND,ND,ND
380/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-06-15,ND,ND,ND,ND,ND,ND,600
381/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-06-15,200,ND,ND,30400,ND,ND,ND
382/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-06-15,ND,120,ND,147000,ND,ND,ND
383/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-06-15,ND,ND,ND,34700,ND,ND,100
384/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-06-14,ND,ND,ND,ND,ND,ND,ND
385/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-06-15,ND,ND,ND,200,ND,ND,ND
386/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-06-15,ND,ND,ND,ND,ND,ND,ND
387/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-06-16,ND,100,ND,90700,ND,ND,ND
388/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-06-16,100,200,ND,21200,ND,ND,ND
389/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-06-16,ND,320,ND,405000,ND,ND,ND
390/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-06-16,ND,280,ND,185000,ND,ND,ND
391/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-06-16,ND,ND,ND,80,ND,ND,ND
392/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-06-16,ND,ND,ND,4600,ND,ND,ND
393/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-06-16,ND,ND,ND,2000,ND,ND,ND
394/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-06-15,ND,ND,ND,960,ND,ND,ND
395/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-06-17,ND,ND,ND,6200,ND,ND,ND
396/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-06-16,ND,ND,ND,1200,ND,ND,ND
397/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-06-16,ND,ND,ND,240,ND,ND,ND
398/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-06-17,ND,ND,ND,200,ND,ND,200
399/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-06-17,ND,ND,ND,2200,ND,ND,ND
400/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-06-18,ND,ND,ND,ND,ND,ND,ND
401/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-06-18,ND,ND,ND,ND,ND,ND,ND
402/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-06-22,ND,ND,ND,800,ND,ND,40
403/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-06-22,ND,ND,ND,ND,ND,ND,ND
404/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-06-22,100,100,ND,1400,ND,ND,ND
405/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-06-22,ND,100,ND,5800,ND,ND,ND
406/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-06-22,ND,ND,ND,ND,ND,ND,ND
407/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-06-23,ND,ND,ND,1880,ND,ND,ND
408/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-06-23,ND,ND,ND,ND,ND,ND,ND
409/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-06-22,ND,ND,ND,960,ND,ND,ND
410/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-06-23,ND,ND,ND,55700,ND,ND,ND
411/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-06-23,ND,ND,ND,26900,ND,ND,ND
412/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-06-23,ND,ND,ND,30200,ND,ND,200
413/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-06-23,ND,40,ND,45560,ND,ND,ND
414/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-06-23,ND,ND,ND,252000,ND,ND,ND
415/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-06-23,ND,80,ND,143000,ND,ND,ND
416/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-06-22,ND,ND,ND,ND,ND,ND,ND
417/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-06-22,ND,ND,ND,ND,ND,ND,ND
418/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-06-23,ND,ND,ND,ND,ND,ND,ND
419/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-06-23,ND,ND,ND,ND,ND,ND,ND
420/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-06-23,ND,40,ND,ND,ND,ND,40
421/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-06-23,ND,ND,ND,ND,ND,ND,ND
422/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-06-23,ND,ND,ND,320,ND,ND,1400
423/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-06-23,40,80,ND,27040,ND,ND,ND
424/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-06-22,ND,40,ND,8480,ND,ND,ND
425/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-06-24,ND,40,ND,46960,ND,ND,ND
426/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-06-24,ND,ND,ND,315000,ND,ND,ND
427/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-06-24,ND,ND,ND,ND,ND,ND,150000
428/20,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2020-06-25,ND,ND,ND,5480,ND,ND,ND
429/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-06-25,100,ND,ND,4600,ND,ND,200
430/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-06-29,ND,160,ND,156000,ND,ND,40
431/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-06-29,ND,40,ND,126000,ND,ND,ND
432/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-06-30,ND,ND,ND,ND,ND,ND,ND
434/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-06-30,ND,ND,ND,12400,ND,ND,ND
435/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-06-30,ND,ND,ND,25440,ND,ND,ND
436/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-06-30,ND,160,ND,145000,ND,ND,ND
437/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-06-30,ND,ND,ND,2300,ND,ND,100
438/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-06-30,ND,ND,ND,ND,ND,ND,ND
439/20,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2020-06-30,ND,ND,ND,ND,ND,ND,ND
440/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-06-30,ND,ND,ND,16520,ND,ND,ND
441/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-06-30,ND,ND,ND,14000,ND,ND,ND
442/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-06-29,ND,ND,ND,2300,ND,ND,ND
443/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-07-01,ND,ND,ND,ND,ND,ND,ND
444/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-07-01,ND,ND,ND,ND,ND,ND,ND
445/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-07-01,ND,ND,ND,ND,ND,ND,ND
446/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-07-01,ND,ND,ND,ND,ND,ND,ND
447/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-07-01,ND,ND,ND,15600,ND,ND,ND
448/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-07-01,ND,ND,ND,8900,ND,ND,ND
449/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-07-02,ND,ND,ND,ND,ND,ND,ND
450/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-07-06,40,ND,ND,400,ND,ND,ND
451/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-07-06,ND,40,ND,402000,ND,ND,ND
452/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-07-06,ND,ND,ND,400,ND,ND,ND
453/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-07-06,ND,ND,ND,ND,ND,ND,ND
454/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-07-05,ND,ND,ND,ND,ND,ND,ND
455/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-07-06,ND,ND,ND,ND,ND,ND,ND
456/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-07-06,ND,ND,ND,400,ND,ND,ND
457/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-07-07,ND,ND,ND,600,ND,ND,ND
458/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-07-07,ND,40,ND,ND,ND,ND,ND
459/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-07-07,40,ND,ND,9480,ND,ND,ND
460/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-07-07,560,ND,ND,215000,ND,ND,ND
461/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-07-07,ND,ND,ND,38800,ND,ND,ND
462/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-07-07,ND,ND,ND,25240,ND,ND,ND
463/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-07-07,ND,160,ND,73440,ND,ND,ND
464/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-07-07,ND,520,ND,137760,ND,ND,ND
465/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-07-07,ND,240,ND,906000,ND,ND,ND
466/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-07-07,ND,40,ND,18560,ND,ND,40
467/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-07-07,ND,ND,ND,ND,ND,ND,ND
468/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-07-07,ND,ND,ND,ND,ND,ND,ND
469/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-07-07,ND,ND,ND,ND,ND,ND,ND
470/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-07-07,ND,ND,ND,ND,ND,ND,ND
471/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-07-07,ND,ND,ND,ND,ND,ND,ND
472/20,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2020-07-07,ND,ND,ND,8500,ND,ND,ND
473/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-07-07,ND,80,ND,9280,ND,ND,ND
474/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-07-07,ND,40,ND,10360,ND,ND,40
475/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-07-08,ND,ND,ND,ND,ND,ND,ND
476/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-07-08,ND,ND,ND,ND,ND,ND,3914000
477/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-07-07,ND,ND,ND,1440,ND,ND,ND
478/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-07-09,ND,ND,ND,4000,ND,ND,ND
479/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-07-09,40,ND,ND,80,ND,ND,40
480/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-07-09,ND,ND,ND,80,ND,ND,ND
481/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-07-09,40,40,ND,80,ND,ND,360
482/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-07-13,ND,120,ND,471000,ND,ND,ND
483/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-07-13,40,320,ND,431000,ND,ND,ND
484/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-07-13,ND,ND,ND,480000,ND,ND,120
485/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-07-13,ND,80,ND,1132000,ND,ND,ND
486/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-07-13,ND,200,ND,463000,ND,ND,ND
487/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-07-13,ND,ND,ND,ND,ND,ND,ND
488/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-07-14,ND,ND,ND,4500,ND,ND,ND
489/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-07-14,ND,ND,ND,296000,ND,ND,ND
490/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-07-14,ND,ND,ND,18800,ND,ND,ND
491/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-07-14,ND,ND,ND,ND,ND,ND,ND
492/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-07-14,ND,ND,ND,1280,ND,ND,160
493/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-07-14,ND,40,ND,880,ND,ND,ND
494/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-07-14,40,ND,ND,3960,ND,ND,ND
495/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-07-14,ND,ND,ND,ND,ND,ND,ND
496/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-07-15,ND,ND,ND,ND,ND,ND,ND
498/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-07-16,ND,ND,ND,ND,ND,ND,100
499/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow Cove North,2020-07-20,ND,40,ND,205000,ND,ND,40
500/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-07-20,ND,ND,ND,3300,ND,ND,ND
501/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-07-20,ND,ND,ND,2000,ND,ND,ND
502/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-07-20,ND,ND,ND,ND,ND,ND,ND
503/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-07-20,ND,ND,ND,ND,ND,ND,ND
504/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-07-20,ND,ND,ND,200,ND,ND,ND
505/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-07-20,ND,ND,ND,ND,ND,ND,ND
506/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-07-19,ND,ND,ND,ND,ND,ND,ND
507/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-07-20,ND,200,ND,61800,ND,ND,ND
508/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-07-20,ND,ND,ND,ND,ND,ND,ND
509/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-07-20,80,ND,ND,ND,ND,ND,ND
510/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-07-20,ND,ND,ND,3600,ND,ND,ND
511/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-07-21,ND,ND,ND,400,ND,ND,ND
512/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-07-21,ND,ND,ND,ND,ND,ND,ND
513/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-07-21,ND,ND,ND,1800,ND,ND,ND
514/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-07-20,ND,ND,ND,ND,ND,ND,ND
515/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-07-21,100,100,ND,474000,ND,ND,ND
516/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-07-21,1000,ND,ND,19400,ND,ND,ND
517/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-07-21,400,100,ND,31500,ND,ND,ND
518/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-07-21,ND,ND,ND,266000,ND,ND,ND
519/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-07-21,ND,40,ND,46880,ND,ND,ND
520/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-07-21,ND,40,ND,387000,ND,ND,ND
521/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-07-21,ND,ND,ND,27960,ND,ND,ND
522/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-07-21,ND,ND,ND,1840,ND,ND,ND
523/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-07-21,ND,ND,ND,ND,ND,ND,ND
524/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-07-21,ND,ND,ND,1200,ND,ND,100
525/20,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2020-07-21,ND,ND,ND,10880,ND,ND,ND
526/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-07-21,ND,100,ND,500,ND,ND,ND
527/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-07-21,ND,80,ND,400,ND,ND,ND
528/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-07-20,ND,80,ND,ND,ND,ND,ND
529/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-07-22,ND,ND,ND,ND,ND,ND,ND
530/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-07-22,ND,ND,ND,8640,ND,ND,ND
531/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-07-22,ND,ND,ND,ND,ND,ND,ND
532/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-07-22,ND,ND,ND,ND,ND,ND,ND
533/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-07-22,ND,ND,ND,440,ND,ND,80
534/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-07-23,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
535/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-07-23,ND,ND,ND,640,ND,ND,ND
536/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-07-23,80,120,ND,55000,ND,ND,ND
537/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-07-27,ND,ND,ND,500,ND,ND,ND
538/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-07-27,900,ND,ND,93700,ND,ND,ND
539/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-07-27,1500,ND,ND,7000,ND,ND,200
540/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-07-27,800,ND,ND,15200,ND,ND,ND
541/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-07-28,ND,3100,ND,13600,ND,ND,ND
542/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-07-28,ND,ND,ND,269000,ND,ND,ND
543/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-07-28,ND,ND,ND,120700,ND,ND,ND
544/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-07-28,ND,ND,ND,403000,ND,ND,ND
545/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-07-28,ND,ND,ND,727000,ND,ND,ND
546/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-07-28,ND,ND,ND,ND,ND,ND,ND
547/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-07-28,ND,ND,ND,2800,ND,ND,ND
548/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-07-29,ND,ND,ND,838000,ND,ND,ND
549/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-07-29,1400,ND,ND,200,ND,ND,100
550/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-07-29,ND,ND,ND,ND,ND,ND,ND
551/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-07-29,ND,ND,ND,320,ND,ND,ND
552/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-07-28,ND,ND,ND,ND,ND,ND,ND
553/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-07-29,ND,ND,ND,ND,ND,ND,ND
554/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-07-30,ND,ND,ND,ND,ND,ND,ND
556/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-08-03,ND,ND,ND,920,ND,ND,ND
557/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-08-03,ND,120,ND,203000,ND,ND,2880
558/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-08-03,ND,ND,ND,80,ND,ND,ND
