SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
559/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-08-03,ND,ND,ND,ND,ND,ND,ND
560/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-08-03,ND,ND,ND,ND,ND,ND,ND
561/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-08-03,ND,ND,ND,ND,ND,ND,ND
562/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-08-03,ND,40,ND,80,ND,ND,ND
563/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-08-02,ND,ND,ND,ND,ND,ND,ND
564/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-08-03,ND,ND,ND,ND,ND,ND,ND
565/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-08-03,ND,ND,ND,ND,ND,ND,ND
566/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-08-03,ND,ND,ND,560,ND,ND,ND
567/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-08-04,ND,ND,ND,800,ND,ND,100
568/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-08-04,ND,ND,ND,4120,ND,ND,ND
569/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-08-04,840,ND,ND,54520,ND,ND,ND
570/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-08-04,400,ND,ND,3400,ND,ND,ND
571/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-08-04,100,ND,ND,7800,ND,ND,ND
572/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-08-04,ND,40,ND,254000,ND,ND,ND
573/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-08-04,ND,ND,ND,112160,ND,ND,ND
574/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-08-04,ND,ND,ND,787000,ND,ND,ND
575/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-08-04,ND,ND,ND,315000,ND,ND,ND
576/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-08-04,ND,ND,ND,1560,ND,ND,ND
577/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-08-04,ND,ND,ND,ND,ND,ND,ND
578/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-08-04,ND,ND,ND,ND,ND,ND,ND
579/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-08-04,ND,ND,ND,1800,ND,ND,ND
580/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-08-04,ND,ND,ND,ND,ND,ND,ND
581/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-08-04,ND,240,ND,4280,ND,ND,ND
582/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-08-03,ND,ND,ND,ND,ND,ND,40
583/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-08-04,80,ND,ND,ND,ND,ND,ND
584/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-08-05,ND,ND,ND,600,ND,ND,ND
585/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-08-04,ND,ND,ND,4800,ND,ND,ND
586/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-08-05,ND,ND,ND,5920,ND,ND,ND
587/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-08-06,ND,ND,ND,400,ND,ND,ND
588/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-08-05,ND,ND,ND,ND,ND,ND,ND
589/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-08-06,ND,ND,ND,ND,ND,ND,ND
590/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-08-10,240,ND,ND,40400,ND,ND,ND
591/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-08-10,2800,ND,ND,17480,ND,ND,ND
592/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-08-10,1560,ND,ND,33920,ND,ND,ND
593/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-08-10,ND,ND,ND,1800,ND,ND,ND
594/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-08-10,ND,ND,ND,409000,ND,ND,520
595/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-08-11,ND,ND,ND,505000,ND,ND,160
596/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-08-11,ND,ND,ND,38200,ND,ND,ND
597/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-08-11,ND,ND,ND,334000,ND,ND,ND
598/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-08-10,ND,ND,ND,1200,ND,ND,ND
599/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-08-11,ND,ND,ND,ND,ND,ND,ND
600/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-08-11,ND,ND,ND,3300,ND,ND,ND
601/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-08-11,ND,40,ND,13080,ND,ND,ND
602/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-08-11,ND,ND,ND,1080,ND,ND,ND
603/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-08-11,ND,ND,ND,29240,ND,ND,ND
604/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-08-11,ND,ND,ND,6520,ND,ND,ND
605/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-08-11,ND,ND,ND,80,ND,ND,240
606/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-08-12,ND,ND,ND,ND,ND,ND,ND
608/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-08-12,ND,ND,ND,ND,ND,ND,ND
609/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-08-17,ND,ND,ND,ND,ND,ND,ND
610/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-08-17,ND,ND,ND,1600,ND,ND,ND
611/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-08-17,ND,ND,ND,2120,ND,ND,ND
612/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-08-17,ND,ND,ND,1440,ND,ND,ND
613/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-08-17,ND,ND,ND,2160,ND,ND,40
614/20,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2020-08-17,ND,40,ND,880,ND,ND,ND
615/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-08-17,40,ND,ND,560,ND,ND,ND
616/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-08-17,ND,ND,ND,ND,ND,ND,ND
617/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-08-15,ND,ND,ND,520,ND,ND,ND
618/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-08-17,ND,ND,ND,ND,ND,ND,ND
619/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-08-17,ND,ND,ND,ND,ND,ND,ND
620/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-08-17,ND,ND,ND,4000,ND,ND,ND
621/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-08-18,ND,ND,ND,ND,ND,ND,ND
622/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-08-18,ND,ND,ND,1600,ND,ND,ND
623/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-08-17,ND,ND,ND,ND,ND,ND,ND
624/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-08-18,ND,ND,ND,200,ND,ND,ND
625/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-08-18,600,ND,ND,ND,ND,ND,ND
626/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-08-18,900,ND,ND,ND,ND,ND,ND
627/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-08-18,ND,ND,ND,ND,ND,ND,ND
628/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-08-18,ND,ND,ND,200,ND,ND,1240
629/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-08-19,ND,ND,ND,2200,ND,ND,ND
630/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-08-19,ND,ND,ND,1640,ND,ND,ND
631/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-08-18,ND,ND,ND,ND,ND,ND,ND
632/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-08-19,ND,ND,ND,12720,ND,ND,40
633/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-08-19,ND,ND,ND,ND,ND,ND,100
634/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-08-19,ND,ND,ND,ND,ND,ND,160
635/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-08-19,ND,ND,ND,ND,ND,ND,ND
636/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-08-19,ND,ND,ND,ND,ND,ND,ND
637/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-08-19,ND,ND,ND,2400,ND,ND,400
638/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-08-19,ND,ND,ND,ND,ND,ND,ND
639/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-08-18,ND,ND,ND,3480,ND,ND,160
640/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-08-19,ND,ND,ND,3800,ND,ND,ND
641/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-08-20,ND,ND,ND,8000,ND,ND,ND
642/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-08-20,ND,ND,ND,800,ND,ND,ND
643/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-08-24,ND,ND,ND,800,ND,ND,ND
644/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-08-24,ND,ND,ND,1600,ND,ND,ND
645/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-08-24,ND,ND,ND,1000,ND,ND,ND
646/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-08-24,ND,ND,ND,ND,ND,ND,ND
647/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-08-24,ND,ND,ND,800,ND,ND,ND
648/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-08-24,ND,ND,ND,4400,ND,ND,ND
649/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-08-25,ND,ND,ND,ND,ND,ND,ND
650/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-08-25,ND,ND,ND,3100,ND,ND,ND
651/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-08-26,ND,ND,ND,2280,ND,ND,ND
652/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-08-26,ND,ND,ND,28200,ND,ND,ND
653/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-08-26,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
654/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-08-26,ND,ND,ND,ND,ND,ND,ND
655/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-08-26,ND,ND,ND,ND,ND,ND,ND
656/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-08-26,ND,ND,ND,10800,ND,ND,ND
657/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-08-26,ND,ND,ND,4600,ND,ND,ND
658/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-08-26,ND,ND,ND,4520,ND,ND,ND
659/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-08-27,ND,ND,ND,ND,ND,ND,ND
661/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-08-27,ND,ND,ND,ND,ND,ND,ND
662/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-09-01,ND,ND,ND,480,ND,ND,ND
663/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-09-01,40,ND,ND,3080,ND,ND,ND
664/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-09-01,ND,ND,ND,ND,ND,ND,ND
665/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-09-01,ND,ND,ND,600,ND,ND,ND
666/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-09-01,ND,ND,ND,80440,ND,ND,ND
667/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-09-01,ND,ND,ND,94440,ND,ND,ND
668/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-09-01,ND,ND,ND,ND,ND,ND,ND
669/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-09-01,ND,ND,ND,ND,ND,ND,ND
670/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-09-01,ND,ND,ND,ND,ND,ND,ND
671/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-09-01,ND,ND,ND,12400,ND,ND,ND
672/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-09-01,ND,ND,ND,ND,ND,ND,ND
673/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-09-01,ND,ND,ND,ND,ND,ND,ND
674/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-09-01,ND,ND,ND,5900,ND,ND,ND
675/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-09-02,ND,ND,ND,640,ND,ND,40
676/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-09-02,ND,ND,ND,14000,ND,ND,ND
677/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-09-02,ND,ND,ND,2680,ND,ND,ND
678/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-09-02,ND,ND,ND,126000,ND,ND,40
679/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-09-02,ND,ND,ND,ND,ND,ND,ND
680/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-09-02,ND,ND,ND,ND,ND,ND,9300
681/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-09-02,ND,ND,100,ND,ND,ND,ND
682/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-09-03,ND,ND,ND,1600,ND,ND,ND
683/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-09-07,ND,ND,ND,400,ND,ND,ND
684/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-09-07,ND,40,ND,8200,ND,ND,ND
685/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-09-07,ND,ND,ND,17160,ND,ND,ND
686/20,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2020-09-07,ND,ND,ND,1440,ND,ND,ND
687/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-09-07,ND,ND,ND,280,ND,ND,ND
688/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-09-07,ND,ND,ND,1000,ND,ND,ND
689/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-09-07,ND,ND,ND,ND,ND,ND,ND
690/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-09-08,ND,ND,ND,ND,ND,ND,ND
691/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-09-08,ND,ND,ND,80,ND,ND,ND
692/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-09-08,ND,ND,ND,ND,ND,ND,ND
693/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-09-08,ND,ND,ND,ND,ND,ND,ND
694/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-09-08,ND,ND,ND,280,ND,ND,ND
695/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-09-08,ND,ND,ND,680,ND,ND,ND
696/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-09-08,ND,ND,ND,1160,ND,ND,ND
697/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-09-08,ND,40,ND,1880,ND,ND,ND
698/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-09-07,ND,ND,ND,3800,ND,ND,ND
699/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-09-09,ND,ND,ND,160,ND,ND,ND
700/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-09-09,ND,ND,ND,7160,ND,ND,80
701/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-09-09,ND,ND,ND,ND,ND,ND,ND
702/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-09-14,ND,ND,ND,ND,ND,ND,ND
703/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-09-14,ND,ND,ND,ND,ND,ND,ND
705/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-09-14,ND,ND,ND,2280,ND,ND,ND
706/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-09-14,ND,ND,ND,3000,ND,ND,ND
707/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-09-14,ND,ND,ND,54480,ND,ND,ND
708/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-09-13,ND,ND,ND,1800,ND,ND,ND
709/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-09-15,ND,ND,ND,80,ND,ND,ND
710/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-09-15,700,ND,ND,1400,ND,ND,ND
711/20,Fal,B033Y,Cornwall PHA,SW85024095,Ruan Pontoon/Tregothnan,2020-09-15,ND,ND,ND,ND,ND,ND,ND
712/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-09-15,ND,ND,ND,ND,ND,ND,ND
713/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-09-15,ND,ND,ND,ND,ND,ND,ND
714/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-09-15,ND,ND,ND,2800,ND,ND,ND
715/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-09-15,ND,ND,ND,5440,ND,ND,ND
716/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-09-15,ND,ND,ND,ND,ND,ND,ND
717/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-09-15,ND,ND,ND,ND,ND,ND,ND
718/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-09-15,ND,ND,ND,800,ND,ND,ND
719/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-09-16,ND,ND,ND,ND,ND,ND,ND
720/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-09-16,ND,ND,ND,ND,ND,ND,ND
721/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-09-16,ND,ND,ND,ND,ND,ND,ND
722/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-09-16,ND,ND,ND,ND,ND,ND,ND
723/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-09-15,ND,ND,ND,ND,ND,ND,ND
724/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-09-16,ND,ND,ND,ND,ND,ND,31360
725/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-09-16,ND,ND,ND,ND,ND,ND,ND
726/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-09-21,ND,ND,ND,ND,ND,ND,ND
727/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-09-21,ND,ND,ND,160,ND,ND,ND
728/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-09-21,ND,ND,ND,440,ND,ND,ND
729/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-09-21,ND,ND,ND,1840,ND,ND,ND
730/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-09-21,ND,ND,ND,ND,ND,ND,ND
731/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-09-21,ND,ND,ND,1800,ND,ND,ND
732/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-09-22,ND,ND,ND,1000,ND,ND,ND
733/20,Fal,B33AN,Cornwall PHA,SW81963551,Mylor Creek,2020-09-22,ND,ND,ND,ND,ND,ND,ND
734/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-09-22,ND,ND,ND,ND,ND,ND,ND
735/20,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2020-09-22,ND,ND,ND,400,ND,ND,ND
736/20,Lyme Bay,B090V,Dorset Council,SY45918886,Lyme Bay Ensis West,2020-09-22,ND,ND,ND,4280,ND,ND,ND
737/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-09-22,ND,ND,ND,ND,ND,ND,ND
738/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-09-22,ND,ND,ND,ND,ND,ND,ND
739/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-09-21,ND,ND,ND,ND,ND,ND,ND
740/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-09-22,ND,ND,ND,ND,ND,ND,ND
741/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-09-22,ND,ND,ND,ND,ND,ND,ND
742/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-09-22,ND,ND,ND,ND,ND,ND,ND
743/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-09-22,ND,ND,ND,2200,ND,ND,ND
744/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-09-22,ND,ND,ND,1200,ND,ND,ND
745/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-09-22,ND,ND,ND,10480,ND,ND,ND
746/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-09-21,ND,ND,ND,1760,ND,ND,ND
747/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-09-23,ND,ND,ND,320,ND,ND,ND
748/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-09-23,ND,ND,ND,ND,ND,ND,ND
749/20,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2020-09-23,ND,ND,ND,ND,ND,ND,80
750/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-09-22,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
751/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-09-23,ND,ND,ND,800,ND,ND,ND
752/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-09-28,ND,ND,ND,160,ND,ND,ND
