SampleNumber,ProductionArea,BedID,LocalAuthority,GridReference,SamplingPoint,DateSampleCollected,PSP-Alexandrium_spp.CellsL-1,DSP-DinophysiaceaeCellsL-1,DSP-ProrocentrumLimaCellsL-1,ASP-Pseudo-nitzschia_spp.CellsL-1,YessotoxinLingulodiniumPolyedrumCellsL-1,YessotoxinProtoceratiumReticulatumCellsL-1,VenerupinProrocentrumCordatumCellsL-1
753/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-09-27,ND,ND,ND,200,ND,ND,ND
754/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-09-28,ND,ND,ND,ND,ND,ND,ND
755/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-09-29,ND,ND,ND,ND,ND,ND,ND
756/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-09-29,ND,ND,ND,ND,ND,ND,ND
758/20,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2020-09-29,ND,ND,ND,ND,ND,ND,ND
759/20,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2020-09-29,ND,ND,ND,ND,ND,ND,ND
760/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-09-29,ND,ND,ND,ND,ND,ND,ND
761/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-09-29,ND,ND,ND,ND,ND,ND,ND
762/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-09-29,ND,ND,ND,ND,ND,ND,ND
763/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-09-29,ND,ND,ND,ND,ND,ND,ND
764/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-09-29,ND,ND,ND,ND,ND,ND,40
765/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-09-30,ND,ND,ND,ND,ND,ND,ND
766/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-10-01,ND,ND,ND,ND,ND,ND,ND
767/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-10-05,ND,ND,ND,200,ND,ND,ND
768/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-10-05,ND,ND,ND,ND,ND,ND,ND
769/20,Mevagissey Bay,B70AL,Cornwall PHA,SX02264678,Pentewan,2020-10-05,ND,ND,ND,720,ND,ND,ND
770/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-10-05,ND,ND,ND,ND,ND,ND,ND
771/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-10-05,ND,ND,ND,ND,ND,ND,ND
772/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-10-05,ND,ND,ND,ND,ND,ND,ND
773/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-10-05,ND,ND,ND,ND,ND,ND,ND
774/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-10-06,ND,ND,ND,200,ND,ND,ND
775/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-10-05,ND,ND,ND,600,ND,ND,ND
776/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-10-06,ND,ND,100,200,ND,ND,ND
777/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-10-04,ND,ND,ND,200,ND,ND,ND
778/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-10-05,ND,ND,ND,ND,ND,ND,ND
779/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-10-06,ND,ND,ND,1080,ND,ND,ND
780/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-10-05,ND,ND,ND,ND,ND,ND,ND
781/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-10-06,ND,ND,ND,400,ND,ND,ND
782/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-10-06,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
783/20,Beaulieu,B023I,New Forest DC,SU40280013,Landing Stage,2020-10-07,ND,ND,ND,ND,ND,ND,ND
784/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-10-12,ND,ND,ND,80,ND,ND,ND
785/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-10-12,ND,ND,ND,ND,ND,ND,ND
787/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-10-13,ND,ND,ND,800,ND,ND,ND
788/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-10-12,ND,ND,ND,ND,ND,ND,ND
789/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-10-13,ND,ND,ND,1200,ND,ND,ND
790/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-10-13,ND,ND,ND,ND,ND,ND,ND
791/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-10-13,ND,ND,ND,ND,ND,ND,ND
792/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-10-13,ND,ND,ND,ND,ND,ND,ND
793/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-10-13,ND,ND,ND,ND,ND,ND,ND
794/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-10-13,ND,ND,ND,2960,ND,ND,ND
795/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-10-12,ND,ND,ND,6720,ND,ND,ND
796/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-10-14,ND,ND,ND,ND,ND,ND,ND
797/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-10-14,ND,ND,ND,ND,ND,ND,ND
798/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-10-14,ND,ND,ND,ND,ND,ND,ND
799/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-10-14,ND,ND,ND,ND,ND,ND,ND
800/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-10-15,ND,ND,ND,1200,ND,ND,ND
801/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-10-18,ND,ND,ND,ND,ND,ND,ND
802/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-10-19,ND,ND,ND,ND,ND,ND,ND
803/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-10-19,ND,ND,ND,ND,ND,ND,ND
804/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-10-19,ND,ND,ND,ND,ND,ND,ND
805/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-10-20,ND,ND,ND,ND,ND,ND,ND
806/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-10-20,ND,ND,ND,ND,ND,ND,ND
807/20,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2020-10-20,ND,ND,ND,ND,ND,ND,ND
808/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-10-20,ND,ND,ND,ND,ND,ND,ND
809/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-10-20,ND,ND,ND,1200,ND,ND,ND
810/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-10-20,ND,ND,ND,1300,ND,ND,ND
811/20,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2020-10-21,ND,ND,ND,ND,ND,ND,ND
812/20,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2020-10-21,ND,ND,ND,ND,ND,ND,ND
813/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-10-21,ND,ND,ND,ND,ND,ND,ND
814/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-10-21,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
815/20,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2020-10-19,ND,ND,ND,ND,ND,ND,ND
816/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-10-21,ND,ND,ND,1100,ND,ND,ND
817/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-10-21,ND,ND,ND,720,ND,ND,ND
818/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-10-21,ND,ND,ND,ND,ND,ND,ND
819/20,The Thames,B16CN,London PHA,TR06779599,Crouch Approach,2020-10-28,ND,ND,ND,ND,ND,ND,ND
820/20,The Thames,B16CM,London PHA,TR00508769,East of Havengore Creek,2020-10-28,ND,ND,ND,ND,ND,ND,ND
821/20,The Thames,B16BR,London PHA,TQ93798271,Phoenix,2020-10-28,ND,ND,ND,ND,ND,ND,ND
822/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-10-27,ND,ND,ND,ND,ND,ND,ND
823/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-11-02,ND,ND,ND,760,ND,ND,ND
824/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-11-03,ND,ND,200,ND,ND,ND,ND
825/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-11-04,ND,ND,ND,ND,ND,ND,ND
826/20,Burry Inlet,B038D,Carmarthenshire CC,SS50209860,Machynys,2020-11-04,ND,ND,ND,ND,ND,ND,ND
827/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-11-04,ND,ND,ND,ND,ND,ND,ND
828/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-11-04,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
829/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-11-03,ND,ND,ND,800,ND,ND,ND
830/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-11-04,ND,ND,ND,240,ND,ND,ND
831/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-11-04,ND,ND,ND,ND,ND,ND,ND
832/20,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2020-11-04,ND,ND,ND,ND,ND,ND,ND
833/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-11-04,ND,ND,ND,ND,ND,ND,ND
834/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-11-04,ND,ND,ND,ND,ND,ND,ND
835/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-11-05,ND,ND,ND,ND,ND,ND,ND
836/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-11-09,ND,ND,ND,ND,ND,ND,ND
837/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-11-10,ND,ND,ND,ND,ND,ND,ND
838/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-11-10,ND,ND,ND,160,ND,ND,ND
839/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-11-10,ND,ND,ND,ND,ND,ND,ND
840/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-11-10,ND,ND,ND,400,ND,ND,ND
841/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-11-10,ND,ND,ND,ND,ND,ND,ND
842/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-11-11,ND,ND,ND,ND,ND,ND,ND
844/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-11-11,ND,ND,ND,1100,ND,ND,ND
845/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-11-11,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
846/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-11-11,ND,ND,ND,ND,ND,ND,ND
847/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-11-11,ND,ND,ND,400,ND,ND,ND
848/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-11-10,ND,ND,ND,80,ND,ND,ND
849/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-11-12,ND,ND,ND,760,ND,ND,ND
850/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-11-13,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
851/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-11-16,ND,ND,ND,ND,ND,ND,ND
852/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-11-16,ND,ND,ND,ND,ND,ND,ND
853/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-11-16,ND,ND,ND,ND,ND,ND,ND
854/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-11-16,ND,ND,ND,ND,ND,ND,ND
855/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-11-16,ND,ND,ND,ND,ND,ND,ND
856/20,Start Bay,B087I,South Hams DC,SX84724671,Off Strete,2020-11-16,ND,ND,ND,ND,ND,ND,ND
857/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-11-17,ND,ND,ND,ND,ND,ND,ND
858/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-11-17,ND,ND,ND,ND,ND,ND,ND
859/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-11-18,ND,ND,ND,ND,ND,ND,ND
860/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-11-18,ND,ND,ND,800,ND,ND,ND
861/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-11-18,ND,ND,ND,ND,ND,ND,ND
862/20,Porlock,B094D,Somerset West and Taunton Council,SS87114787,Porlock East,2020-11-18,ND,ND,ND,ND,ND,ND,ND
863/20,Bigbury upon Avon,B030J,South Hams DC,SX67114467,South Hexdown North,2020-11-18,ND,ND,ND,ND,ND,ND,ND
864/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-11-18,ND,ND,ND,ND,ND,ND,ND
866/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-11-19,ND,ND,ND,ND,ND,ND,ND
867/20,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2020-11-23,ND,ND,ND,ND,ND,ND,ND
868/20,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2020-11-23,ND,ND,ND,ND,ND,ND,40
869/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-11-23,ND,ND,ND,ND,ND,ND,40
870/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-11-23,ND,ND,ND,ND,ND,ND,ND
871/20,Lantivet Bay,B70AI,Cornwall PHA,SX16305094,Sandheap Point,2020-11-23,ND,ND,ND,ND,ND,ND,ND
872/20,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2020-11-23,ND,ND,ND,ND,ND,ND,40
873/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-11-23,ND,ND,ND,160,ND,ND,ND
874/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-11-23,ND,ND,ND,ND,ND,ND,ND
875/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-11-23,ND,ND,ND,ND,ND,ND,ND
876/20,West Mersea,B013Z,Colchester BC,TM00001301,The Hard,2020-11-24,ND,ND,ND,ND,ND,ND,ND
878/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-11-24,ND,ND,ND,ND,ND,ND,ND
879/20,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2020-11-24,ND,ND,ND,ND,ND,ND,40
880/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-11-24,ND,ND,ND,ND,ND,ND,ND
881/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-11-25,ND,ND,ND,ND,ND,ND,ND
882/20,Butley,B009E,East Suffolk DC,TM39434850,Pumping Station Outfall,2020-12-01,ND,ND,ND,ND,ND,ND,ND
883/20,Solent,B24BK,Southampton PHA,SZ57479794,Browndown,2020-12-01,ND,ND,ND,ND,ND,ND,ND
884/20,Southampton Water,B21AT,Southampton PHA,SU48760530,Hamble Estuary,2020-12-01,ND,ND,ND,ND,ND,ND,ND
885/20,Taw/Torridge,B36AB,Torridge DC,SS46573142,Spratt Ridge East,2020-11-30,ND,ND,ND,ND,ND,ND,ND
886/20,Morecambe Bay - Barrow,B077Q,Barrow-in-Furness BC,SD23116464,Roa Island,2020-12-02,ND,ND,ND,200,ND,ND,ND
887/20,Poole,B54CI,"Bournemouth, Poole and Christchurch Council",SZ01818871,West Brownsea 1,2020-12-02,ND,ND,ND,760,ND,ND,ND
888/20,North Kent Coast,B17BS,Canterbury CC,TR10326689,WOCO Westbeach,2020-12-02,ND,ND,ND,ND,ND,ND,ND
889/20,Menai Strait East,B055S,Gwynedd CC,SH58337328,West of Bangor Pier,2020-12-01,ND,ND,ND,400,ND,ND,ND
890/20,Menai Strait West,B042O,Gwynedd CC,SH49916579,Area 11 East,2020-12-02,ND,ND,ND,200,ND,ND,ND
891/20,Blackwater,B14AD,Maldon DC,TM04060768,St Peters Flats,2020-12-02,ND,ND,ND,ND,ND,ND,ND
892/20,Anglesey - Red Wharf Bay,B057J,Ynys Mon CC,SH53148022,Nodwydd,2020-12-02,ND,ND,ND,1000,ND,ND,ND
893/20,Blakeney,B006R,North Norfolk DC,TF91804549,Wells - The Pool,2020-12-03,ND,ND,ND,ND,ND,ND,ND
894/20,Fowey,B70AB,Cornwall PHA,SX13025157,Pont Pill,2020-12-07,ND,ND,ND,ND,ND,ND,ND
895/20,Lantivet Bay,B70AH,Cornwall PHA,SX16305094,Sandheap Point,2020-12-07,ND,ND,ND,ND,ND,ND,ND
896/20,Mevagissey Bay,B70AK,Cornwall PHA,SX05214698,South Mevagissey Bottom,2020-12-07,ND,ND,ND,ND,ND,ND,ND
897/20,St Austell Bay,B70AE,Cornwall PHA,SX05744972,Ropehaven Outer,2020-12-07,ND,ND,ND,ND,ND,ND,ND
898/20,Brancaster,B05AS,Kings Lynn & W Norfolk BC,TF79884539,Norton Creek Mussels,2020-12-07,ND,ND,ND,ND,ND,ND,ND
899/20,Fal,B033E,Cornwall PHA,SW85134212,Grimes Bar,2020-12-08,ND,ND,ND,ND,ND,ND,ND
900/20,Fal,B33BG,Cornwall PHA,SW82803517,Mylor Pool,2020-12-08,ND,ND,ND,ND,ND,ND,ND
901/20,Fal,B33BD,Cornwall PHA,SW84093949,Trelissick Pontoon,2020-12-08,ND,ND,ND,ND,ND,ND,ND
902/20,The Fleet,B25AI,Dorset Council,SY66477627,Fleet Oysters,2020-12-08,ND,ND,ND,520,ND,ND,ND
903/20,Deben,B010O,East Suffolk DC,TM28834500,Stonner Point,2020-12-08,ND,ND,ND,ND,ND,ND,ND
904/20,Swale,B076P,Swale BC,TR01316497,The Causeway,2020-12-08,ND,ND,ND,ND,ND,ND,ND
905/20,Brixham,B082B,Torbay BC,SX90965741,Fishcombe SW Corner,2020-12-08,ND,ND,ND,80,ND,ND,40
906/20,Lyme Bay,B090M,Torbay BC,UNVERIFIED,Site 1,2020-12-07,ND,ND,ND,80,ND,ND,ND
907/20,Percuil,B033R,Cornwall PHA,SW85853369,Percuil,2020-12-09,ND,ND,ND,ND,ND,ND,ND
908/20,Porthallow Cove,B34AA,Cornwall PHA,SW80212383,Porthallow North,2020-12-09,ND,ND,ND,ND,ND,ND,ND
909/20,Blackwater,B014V,Maldon DC,TL91160795,Goldhanger,2020-12-09,ND,ND,ND,200,ND,ND,ND
910/20,Swansea,B037U,Swansea PHA,SS67659210,Queens Dock,2020-12-09,ND,ND,ND,ND,ND,ND,ND
911/20,Exe,B26BH,Teignbridge DC,SX97948072,Cockwood Harbour,2020-12-09,ND,ND,ND,ND,ND,ND,ND
912/20,Teign,B27AC,Teignbridge DC,SX92827284,Gas Works East,2020-12-09,ND,ND,ND,ND,ND,ND,ND
913/20,Conwy,B044V,Conwy CBC,SH76317972,Conwy West,2020-12-08,ND,ND,ND,1000,ND,ND,ND
914/20,Dee,B45AB,Flintshire CC,SJ17568056,Salisbury,2020-12-09,ND,ND,ND,ND,ND,ND,ND
915/20,Lune,BO66Z,Wyre BC,SD34194862,Knott Spit,2020-12-10,ND,ND,ND,ND,ND,ND,ND
917/20,Burry Inlet,B038L,City and Council of Swansea,SS43409470,Whitford Point,2020-12-14,ND,ND,ND,ND,ND,ND,ND
918/20,Holy Island-Ross Links,B001M,Northumberland CC,NU12333958,Ross Links,2020-12-14,ND,ND,ND,ND,ND,ND,ND
919/20,Milford Haven,B39CZ,Pembrokeshire CC,SM89000275,Tethys Oyster,2020-12-13,ND,ND,ND,ND,ND,ND,ND
920/20,Dart,B028P,South Hams DC,SX87945350,Long Wood South,2020-12-14,ND,ND,ND,ND,ND,ND,ND
921/20,The Wash,B003V,Boston BC,TF44234098,Toft,2020-12-15,ND,ND,ND,ND,ND,ND,ND
922/20,Burry Inlet,B038I,City and Council of Swansea,SS50509590,South East 4,2020-12-15,ND,ND,ND,ND,ND,ND,ND
923/20,Helford,B034W,Cornwall PHA,SW75462765,Porth Navas Quay,2020-12-14,"Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment","Unable to analyse, too much sediment"
924/20,The Wash,B04AP,Kings Lynn & W Norfolk BC,TF65963701,Stubborn Sand,2020-12-15,ND,ND,ND,ND,ND,ND,ND
925/20,Roach,B73AF,London PHA,TQ94909207,Paglesham,2020-12-14,ND,ND,ND,ND,ND,ND,ND
926/20,The Thames,B16BS,London PHA,TQ88148489,West of Southend Pier,2020-12-14,ND,ND,ND,ND,ND,ND,ND
927/20,Crouch,B015Y,Maldon DC,TQ90429738,Althorne,2020-12-15,ND,ND,ND,ND,ND,ND,ND
928/20,Yealm,B031J,Plymouth PHA,SX54224904,Thorn,2020-12-14,ND,ND,ND,ND,ND,ND,ND
929/20,Langstone Harbour,B019I,Portsmouth PHA,SU70560339,Stoke Common Lake,2020-12-15,ND,ND,ND,ND,ND,ND,ND
930/20,Portsmouth Harbour,B020H,Portsmouth PHA,SU62850544,Paulsgrove,2020-12-15,ND,ND,ND,ND,ND,ND,ND
931/20,Burry Inlet,B038Y,Carmarthenshire CC,SS50209860,Machynys,2020-12-16,"Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency"
932/20,Camel,B35AE,Cornwall CC,SW93407530,Porthilly Rock B,2020-12-17,"Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency","Not tested, submitted outside of routine testing frequency"
