SampleId,SiteNumber,SiteLocation,SampleDate,Alexandrium_sp_PSP,Karenia_mikimotoi_PotentiallyToxicToFish,Protoperidinium_crassipes,PSP_Lingulodinium_polyedrum,Gyrodinium_aureolum_PotentiallyToxicToFish,Dinophysis_sp_P_lima_DSP,Pseudonitzschia_ASP,SampleMethod,Comments
334,62,Plymouth,2004-01-22,0,,,,,0,0,surface,
336,9,Weymouth Inner Harbour,2004-01-27,0,,,,,0,0,surface,
339,13,Burry  Machynys,2004-02-02,0,,,,,0,0,surface,
337,41,Mawddach,2004-01-28,0,,,,,0,0,surface,
338,42,Glaslyn,2004-01-28,0,,,,,0,0,surface,
343,6,Wash  Butterwick,2004-02-09,0,,,,,0,0,surface,
344,6,Wash  Gat,2004-02-09,0,,,,,0,0,surface,
348,6,Wash  Teetotal,2004-02-10,0,,,,,0,0,surface,
352,6,Wash  Stylemans,2004-02-10,0,,,,,0,0,surface,
345,7,Thames  Chapman Sands,2004-02-09,0,,,,,0,0,tube,
351,9,Weymouth  Pontoon 2,2004-02-10,0,,,,,0,0,surface,
349,12,Fal  Turnaware Pontoon,2004-02-10,0,,,,,0,0,tube,
350,13,Burry  Machynys,2004-12-09,0,,,,,0,0,surface,
340,13,Burry  South East,2004-12-04,0,,,,,0,0,surface,
346,19,Milford  Coedcanlas Spit,2004-02-10,0,,,,,0,0,surface,
347,19,Milford  Lawrenny Quay,2004-02-10,0,,,,,0,0,surface,
341,32,Morecambe Bay,2004-02-05,0,,,,,0,0,surface,
342,34,North Kent  Seasalter,2004-02-09,0,,,,,0,0,surface,
353,44,Dee  Caldy Blacks,2004-02-10,0,,,,,0,0,surface,
356,18,Blyth  Northumberland,2004-02-12,0,,,,,0,0,Tube,
354,31,Ribble - Salter's Bank,2004-02-12,0,,,,,0,0,Surface,
355,60,Lymington,2004-02-11,0,,,,,0,0,Tube,
259,1,Holy Island  St Cuthberts,2004-02-23,0,,,,,0,0,surface,
358,13,Burry  Machynys,2004-02-23,0,,,,,0,0,surface,
261,47,Camel,2004-02-24,0,,,,,0,0,surface,
260,53,Langstone  main channel,2004-02-24,0,,,,,0,0,tube,
357,62,Plymouth  Ajax,2004-02-23,0,,,,,0,0,surface,
264,38,Fowey,2004-03-01,0,,,,,0,0,surface,
262,41,Mawddach,2004-03-01,0,,,,,0,0,surface,
263,42,Glaslyn,2004-03-01,0,,,,,0,0,surface,
366,6,Wash  Gat,2004-03-08,0,,,,,0,0,surface,
367,6,Wash  North Lays,2004-03-08,0,,,,,0,0,surface,
370,6,Wash  Cork Hole,2004-03-09,0,,,,,0,0,surface,
371,6,Wash  Teetotal,2004-03-09,0,,,,,0,0,surface,
368,13,Burry  S.East,2004-03-08,0,,,,,0,0,surface,
365,32,Morecambe Bay,2004-03-04,0,,,,,0,0,surface,
369,34,North Kent  Seasalter,2004-03-08,0,,,,,0,0,surface,
377,1,Holy Island,2004-03-09,0,,,,,0,0,surface,
372,7,Thames  Chapman Sands,2004-03-10,0,,,,,0,0,tube,
380,12,Fal  Turnaware Pontoon,2004-03-15,0,,,,,0,0,tube,
375,13,Burry  Machynys,2004-03-08,0,,,,,0,0,surface,
378,31,Ribble  Salters Bank,2004-03-11,0,,,,,0,0,surface,
373,38,Fowey,2004-03-08,0,,,,,0,0,surface,
376,47,Camel,2004-03-08,0,,,,,0,0,surface,
379,53,Langstone Harbour,2004-03-16,0,,,,,0,0,tube,
374,60,Lymington,2004-03-09,0,,,,,0,0,tube,
381,18,Blyth  Northumberland,2004-03-17,0,,,,,0,120,tube,
383,19,Milford  Lawrenny Quay,2004-03-22,0,,,,,0,0,surface,
384,19,Milford  Coedcanlas Spit,2004-03-22,0,,,,,0,0,surface,
386,22,Colchester  Pyefleet Spit,2004-03-23,0,,,,,0,0,surface,
385,62,Plymouth  Ajax,2004-03-22,0,,,,,0,0,surface,
382,63,Salcombe  Hexdown Quay,2004-03-18,0,,,,,0,0,surface,
387,13,Burry  Machynys,2004-03-29,0,,,,,0,0,surface,
388,42,Glaslyn  Dwyryd,2004-03-29,0,,,,,0,0,surface,
389,44,Dee  Caldy Blacks,2004-03-29,0,,,,,0,0,surface,
394,9,Weymouth,2004-04-05,0,,,,,0,0,surface,
391,19,Milford Haven L. Quay,2004-04-05,0,,,,,0,0,surface,
392,19,Milford Haven C. Spit,2004-04-05,0,,,,,0,0,surface,
393,34,North Kent Coast,2004-04-05,0,,,,,0,0,surface,
390,41,Mawddach Barmouth,2004-03-30,0,,,,,0,0,surface,
395,53,Langstone  main channel,2004-04-06,0,,,,,0,0,tube,
396,65,Jersey  Gorey,2004-04-05,0,,,,,0,0,surface,
400,1,Holy Island,2004-04-13,0,,,,,0,0,surface,
403,6,Wash  Stylemans,2004-04-19,0,,,,,0,0,surface,
404,6,Wash  Daseleys,2004-04-19,0,,,,,0,0,surface,
409,6,Wash  Butterwick,2004-04-20,0,,,,,0,0,surface,
410,6,Wash  Gat,2004-04-20,0,,,,,0,0,surface,
412,7,Thames  Chapman Sands,2004-04-20,0,,,,,0,0,tube,
408,9,Weymouth Harbour,2004-04-19,0,,,,,0,0,surface,
406,12,Fal  Turnaware Pontoon,2004-04-20,0,,,,,0,160,tube,
398,12,Fal  Turnaware Pontoon,2004-04-13,0,,,,,0,0,tube,
413,17,Avon  Hexdown Quay,2004-04-19,0,,,,,0,0,surface,
414,19,Milford  Coedcanlas Spit,2004-04-19,0,,,,,0,0,surface,
415,19,Milford  Lawrenny Quay,2004-04-19,0,,,,,0,0,surface,
399,32,Morecambe  Town Hall,2004-04-14,0,,,,,0,0,surface,
401,41,Mawddach  Barmouth,2004-04-15,0,,,,,0,0,surface,
402,42,Glaslyn  Dwyryd,2004-04-15,0,,,,,0,120,surface,
411,47,Camel  Trebetherick,2004-04-19,0,,,,,0,0,surface,
397,60,Lymington  No.3 Post,2004-04-13,0,,,,,0,0,surface,
407,62,Plymouth  Ajax,2004-04-20,0,,,,,0,0,surface,
405,62,Plymouth  Pyefleet Spit,2004-04-19,0,,,,,0,0,surface,
418,13,Burry  Machynys,2004-04-26,0,,,,,0,0,surface,
417,18,Blyth  Northumberland,2004-04-26,0,,,,,2,0,tube,
416,31,Ribble  Salter's Bank,2004-04-22,0,,,,,0,0,surface,
2,6,Wash  Boston Deeps,2004-05-04,0,,,,,0,0,surface,
3,6,Wash  Gat Channel,2004-05-04,0,,,,,0,0,surface,
4,6,Wash  Cork Hole,2004-05-05,0,,,,,0,0,surface,
5,19,Milford  Coedcanlas Spit,2004-05-04,0,,,,,0,0,surface,
6,19,Milford  Lawrenny Quay,2004-05-04,0,,,,,0,0,surface,
419,44,dee  Caldy Blacks,2004-04-27,0,,,,,0,0,surface,
1,47,Camel  Trebetherick Rocks,2004-05-04,0,,,,,0,0,surface,
19,1,Budle Bay / Holy Island,2004-05-10,0,,,,,0,0,surface,
12,6,Wash  Teetotal Channel,2004-05-05,0,,,,,0,0,surface,
18,9,Weymouth Harbour,2004-05-10,0,,,,,0,0,surface,
11,11,The Exe,2004-05-04,0,,,,,0,0,surface,
16,12,Fal  Turnaware Pontoon,2004-05-10,400,,,,,6,320,tube,
8,13,Burry  S.East,2004-05-05,0,,,,,0,0,surface,
17,17,Avon  Hexdown Quay,2004-05-10,0,,,,,0,0,surface,
20,18,Blyth  Northumberland,2004-05-10,0,,,,,2,0,tube,
14,31,Ribble  Salters Bank,2004-05-10,0,,,,,0,0,surface,
10,32,Morecambe  Town Hall,2004-05-04,0,,,,,0,640,surface,
15,34,North Kent  Seasalter,2004-05-10,0,,,,,0,0,surface,
13,38,Fowey,2004-05-04,0,,,,,2,4800,tube,
9,62,Plymouth  Ajax,2004-05-05,0,,,,,0,0,surface,
7,63,Salcombe  Geese Quarries,2004-05-04,0,,,,,0,0,surface,
27,11,The Exe,2004-05-19,0,,,,,0,0,surface,
25,12,Fal  Turnaware Pontoon,2004-05-17,0,,,,,0,480,tube,
22,19,Milford  Lawrenny Quay,2004-05-17,0,,,,,0,720,surface,
23,19,Milford  Coedcanlas Spit,2004-05-17,0,,,,,0,0,surface,
24,32,Morecambe  Townhall Sl.,2004-05-17,0,,,,,0,280,surface,
21,42,Glaslyn,2004-05-13,0,,,,,0,0,surface,
26,53,Langstone  Main Channel,2004-05-18,0,,,,,0,0,tube,
32,13,Burry  Machynys,2004-05-24,0,0,0,,,0,0,surface,
29,19,Milford  Coedcanlas Spit,2004-05-29,0,0,0,,,0,3280,surface,
28,38,Fowey,2004-05-20,240,120,40,,,2,0,tube,
30,38,Fowey,2004-05-24,0,120,0,,,0,0,tube,
31,47,Camel  Trebetherick R,2004-05-26,0,0,0,,,0,3000,surface,
36,8,Poole Harbour,2004-06-01,0,0,,,,0,0,?,
38,18,Blyth  Northumberland,2004-05-27,160,0,,,,218,0,s,
35,19,milford haven l.quay,2004-06-01,0,0,,,,0,480,s,
37,19,milford haven c.spit,2004-06-01,0,0,,,,0,0,s,
32,32,Morecambe Bay,2004-06-01,0,0,,,,0,0,s,
33,42,Glaslyn dwyryd,2004-05-27,9600,120,,,,4,0,s,
52,6,Wash  Breast,2004-06-08,0,,,,,0,0,tube,
53,6,Wash  Gat,2004-06-07,0,,,,,0,0,surface,
46,8,Poole  Round Island,2004-06-08,0,,,,,0,160,surface,
40,9,Weymouth Inner Harbour,2004-06-02,0,,,,,0,0,surface,
51,11,The Exe  Pool,2004-06-08,0,,,,,0,0,surface,
48,12,Fal  Turnaware Pontoon,2004-06-07,0,,,,,0,160,tube,
45,17,Avon  Hexdown Quay,2004-06-07,0,,,,,0,0,surface,
43,18,Blyth  Northumberland,2004-06-03,0,,,,,144,1360,tube,
47,19,Milford  Lawrenny Quay,2004-06-08,0,,,,,0,0,surface,
49,19,Milford  Coedcanlas Spit,2004-06-08,0,,,,,0,0,surface,
44,31,Ribble  Salters Bank,2004-06-08,0,,,,,0,1000,surface,
42,34,North Kent  Whitstable,2004-06-03,0,,,,,0,0,surface,
50,34,North Kent  Seasalter,2004-06-07,0,,,,,0,0,surface,
55,34,North Kent  Seasalter,2004-06-08,0,,,,,0,0,surface,
41,42,Glaslyn  Dwyryd,2004-06-02,0,,,,,0,0,surface,
54,47,Camel  Rock Pontoon,2004-06-09,0,,,,,0,0,tube,
39,62,Plymouth  Ajax,2004-06-02,0,,,,,0,0,surface,
60,9,Weymouth Inner Harbour,2004-06-15,3920,,,,,0,1000,surface,
56,19,Milford  Coedcanlas Spit,2004-06-14,0,,,,,0,0,surface,
57,19,Milford  Lawrenny Quay,2004-06-14,0,,,,,0,0,surface,
59,32,Morecambe  Town Hall,2004-06-14,0,,,,,0,0,surface,
58,42,Glaslyn  Dwyryd,2004-06-14,0,,,,,0,0,surface,
65,1,Holy Island,2004-06-21,0,0,,,,0,0,surface,
63,7,Thames  Chapman Sands,2004-06-22,0,0,,,,0,0,tube,
61,9,Weymouth  Pontoon 2,2004-06-16,27200,0,,,,0,2800,surface,
67,9,Weymouth  Pontoon 2,2004-06-22,948400,0,,,,0,600,surface,
62,13,Burry  S.E ,2004-06-07,0,0,,,,0,0,surface,
64,13,Burry  Machynys,2004-06-21,0,0,,,,0,0,surface,
66,38,Fowey,2004-06-23,0,20,,,,0,10000,tube,
75,8,Poole Harbour Bmouth Pier,2004-06-29,0,,,,,0,78720,surface,
70,9,Weymouth Pontoon 2,2004-06-28,1360,,,,,0,0,surface,
71,11,The Exe,2004-06-28,0,,,,,0,0,surface,
74,12,Fal Est Turnaware Pont.,2004-06-28,0,,,,,0,0,tube,
76,19,Milford Haven C. Spit,2004-06-29,0,,,,,0,0,surface,
73,19,Milford Haven L. Quay,2004-06-29,0,,,,,0,0,surface,
77,32,Morecambe Bay,2004-06-30,0,,,,,0,0,surface,
68,42,Glaslyn Dwyryd,2004-06-24,0,,,,,0,0,surface,
69,47,Camel Rock Pontoon,2004-06-28,0,,,,,0,0,tube,
72,53,Langstne Harb. Main Chnl,2004-06-29,0,,,,,0,1000,tube,
86,1,Budle Bay / Holy Island,2004-07-06,0,,,,,0,0,surface,
82,6,Wash  Breast,2004-07-05,0,,,,,0,320,tube,
83,6,Wash  Gat Sand,2004-07-05,0,,,,,8,0,tube,
78,9,Weymouth  Pontoon 2,2004-07-05,560,,,,,0,120,tube,
79,12,Fal  Turnaware Pontoon,2004-07-05,800,,,,,0,480,surface,
84,17,Avon  Hexdown Quay,2004-07-06,0,,,,,0,7680,surface,
85,31,Ribble  Salters Bank,2004-07-06,0,,,,,0,0,surface,
80,38,Fowey,2004-07-05,520,,,,,0,6800,tube,
81,62,Plymouth  Ajax,2004-07-05,0,,,,,0,880,surface,
91,8,Poole  Round Island,2004-07-13,1520,,,,,0,520,surface,
88,9,Weymouth  Pontoon 2,2004-07-13,400,,,,,0,0,surface,
90,12,Fal  Turnaware Pontoon,2004-07-13,10640,,,,,0,9360,tube,
87,32,Morecambe  Town Hall,2004-07-12,0,,,,,0,0,surface,
89,53,Langstone  Main Channel,2004-07-13,0,,,,,0,2000,tube,
103,8,Poole Bournemouth Pier,2004-07-20,0,0,,,,0,1160,surface,
94,8,Poole  Hamworthy,2004-07-20,present,0,,,,0,0,surface,
101,9,Weymouth  Pontoon 2,2004-07-20,800,80,,,,0,0,tube,
102,11,The Exe,2004-07-20,0,0,,,,0,0,surface,
100,12,Fal  Turnaware Pontoon,2004-07-19,2640,0,,,,0,1880,tube,
98,13,Burry  Machynys,2004-07-19,0,0,,,,0,0,surface,
99,13,Burry  (s) East.,2004-07-19,0,0,,,,0,0,surface,
92,18,Blyth  Northumberland,2004-07-14,0,0,,,,280,80,tube,
93,34,North Kent  Seasalter,2004-07-19,0,0,,,,0,0,surface,
97,38,Fowey,2004-07-19,0,435840,,,,2,400,tube,
96,42,Glaslyn  Dwyryd,2004-07-19,0,0,,,,0,0,surface,
95,47,Camel  Rock Pontoon,2004-07-20,0,0,,,,0,5400,tube,
104,6,Wash Zone 2 Gat Sand,2004-04-19,0,0,,,,0,0,tube,
105,6,Wash Zone 3 Breast,2004-04-19,0,0,,,,0,0,tube,
107,8,Poole Harbour Hamworthy,2004-07-27,0,0,,,,0,30720,surface,
108,9,Weymouth Pontoon Z,2004-07-27,2760,0,,,,0,8880,tube,
106,12,Fal Turnaware Pontoon,2004-07-26,2520,68984,,,,2,3120,tube,
109,47,Camel Rock Pontoon,2004-07-27,0,0,,,,0,11240,tube,
118,1,Budle Bay / Holy Island,2004-08-03,0,0,,,,0,0,surface,
114,6,Wash Zone 2,2004-08-02,0,0,,,,0,160,tube,
115,6,Wash Zone 3,2004-08-02,0,0,,,,0,200,tube,
121,12,Fal Estuary,2004-08-03,"22,000","1,785,000",,,,0,2000,tube,
116,13,Burry Inlet Machynys,2004-08-02,0,0,,,,0,0,surface,
112,19,Milford Haven C. Spit,2004-08-02,0,0,,,,0,0,surface,
113,19,Milford Haven L. Quay,2004-08-02,0,0,,,,0,0,surface,
111,32,Morecambe Bay,2004-07-29,0,0,,,,0,0,surface,
110,44,Dee,2004-07-28,0,0,,,,0,0,surface,
120,47,Camel,2004-08-03,0,0,,,,0,7000,tube,
119,53,Langstone Harbour,2004-08-03,0,0,,,,0,0,tube,
117,62,Plymouth,2004-08-02,0,240,,,,0,0,surface,
126,8,Poole Harbour Round island,2004-08-10,0,0,,,,0,20480,surface,
123,9,Portland Harbour Weymouth,2004-08-09,240,0,,,,0,16440,tube,
122,9,Portland Harbour Weymouth,2004-08-04,240,0,,,,0,41360,tube,
125,12,Fal Estuary T.pontoon,2004-08-09,12193,392628,,,,0,8320,tube,
124,17,Avon H.quay,2004-08-09,0,0,,,,0,4640,surface,
133,7,Thames  Chapman Sands,2004-08-17,0,0,,,,0,0,tube,
131,9,Weymouth  Pontoon Z,2004-08-16,400,0,,,,0,1800,tube,
127,11,The Exe,2004-08-12,0,0,,,,0,0,surface,
135,12,Fal  Turnaware Pontoon,2004-08-17,0,10000,,,,0,1600,tube,
138,18,Blyth  Northumberland,2004-08-17,0,0,,,,20,0,tube,
132,19,Milford  Lawrenny Quay,2004-08-16,0,0,,,,0,0,surface,
130,19,Milford  Coedcanlas Spit,2004-08-16,0,0,,,,0,0,surface,
136,31,Ribble  Salters Bank,2004-08-18,0,0,,,,0,0,surface,
128,32,Morecambe  Town Hall,2004-08-12,0,0,,,,0,0,surface,
129,34,Kent  Seasalter,2004-08-16,0,0,,,,0,0,surface,
137,47,Camel  Rock Pontoon,2004-08-18,0,0,,,,0,800,tube,
134,63,Salcombe  Geese Quarries,2004-08-17,0,0,,,,0,0,surface,
143,9,Weymouth Pontoon Z.,2004-08-23,80,0,,,,560,0,tube,
139,11,The Exe,2004-08-18,0,0,,,,0,0,surface,
141,12,Fal Estuary T. Pontoon,2004-08-23,160,2,,,,3760,1400,tube,
142,32,Morecambe Bay,2004-08-23,0,0,,,,0,0,surface,
144,38,Fowey,2004-08-24,360,0,,,,1120,2680,tube,
140,42,Glaslyn Dwyryd,2004-08-19,0,0,,,,0,0,surface,
146,9,Portland Harbour,2004-08-31,600,,,,,0,3280,tube,
145,12,Fal Estuary,2004-08-31,0,,,,,0,3440,tube,
147,19,milford Haven C.spit,2004-08-31,0,,,,,0,0,surface,
148,19,Milford Haven L. quay,2004-08-31,0,,,,,0,0,surface,
149,38,Fowey,2004-09-01,0,,,,,0,19240,surface,
154,8,Poole  Round Island,2004-09-07,0,0,,,,0,0,surface,
152,9,Weymouth  Pontoon z,2004-09-06,600,0,,,,0,640,tube,
151,12,Fal  Turnaware Pontoon,2004-09-06,240,400,,,,2,2400,tube,
150,31,Ribble  Salters Bank,2004-09-01,0,0,,,,0,400,surface,
153,32,Morecambe  Town Hall,2004-09-06,0,0,,,,0,0,surface,
156,47,Camel  Rock Pontoon,2004-09-08,0,0,,,,0,26000,tube,
155,53,Langstone  main channel,2004-09-07,0,0,,,,0,0,tube,
157,1,Holy Island  Ross Links,2004-09-13,0,,,,,0,0,surface,
159,9,Weymouth  Pontoon z,2004-09-13,0,,,,,0,0,tube,
158,12,Fal  Turnaware Pontoon,2004-09-13,0,,,,,4,0,tube,
161,19,Milford  Coedcanlas Spit,2004-09-13,0,,,,,0,0,surface,
162,19,Milford  Lawrenny Quay,2004-09-13,0,,,,,0,0,surface,
,38,Fowey,,,,,,,,,,
160,38,Fowey,2004-09-13,2000,,,,,0,0,surface,
163,62,Plymouth  Ajax,2004-09-15,0,,,,,0,0,surface,
172,8,Poole  Bournemouth,2004-09-21,0,,,,,0,0,surface,
171,9,Weymouth  Pontoon z,2004-09-20,0,,,,,0,280,tube,
164,11,The Exe  Pool,2004-09-14,0,,,,,0,0,surface,
169,12,Fal  Turnaware Pontoon,2004-09-20,0,,,,,0,0,tube,
168,13,Burry  Machynys,2004-09-20,0,,,,,0,0,surface,
166,32,Morecambe  Townhall,2004-09-20,0,,,,,0,0,surface,
170,34,North Kent  Seasalter,2004-09-20,0,,,,,0,0,surface,
165,38,Fowey  Jetty 5,2004-09-20,0,,,,,0,0,surface,
167,42,Glaslyn  Dwyryd,2004-09-20,0,,,,,0,0,surface,
175,1,Holy Island  Ross Links,2004-09-27,0,,,,,0,1000,surface,
178,7,Thames  Chapman Sands,2004-09-28,0,,,,,0,0,tube,
173,9,Weymouth  Pontoon z,2004-09-27,0,,,,,0,280,tube,
174,19,Milford  Lawrenny Quay,2004-09-27,0,,,,,0,0,surface,
177,19,Milford  Coedcanlas Spit,2004-09-27,0,,,,,0,0,surface,
176,42,Glaslyn  Dwyryd,2004-09-27,0,,,,,0,0,surface,
179,53,Langstone  Main Channel,2004-09-28,0,,,,,0,0,tube,
183,8,Poole  Round island,2004-10-05,0,,,,,0,0,surface,
184,9,Weymouth  Pontoon z,2004-10-04,0,,,,,0,320,tube,
180,18,Blyth  Northumberland,2004-09-28,0,,,,,5600,0,tube,
182,32,Morecambe Bay,2004-10-04,0,,,,,0,0,surface,
181,47,Camel  Rock Pontoon,2004-09-29,0,,,,,0,0,tube,
186,1,Holy Island  Ross Links,2004-10-12,0,,,,,0,0,surface,
185,13,Burry  Shore,2004-10-11,0,,,,,0,0,surface,
187,31,Ribble  Salters Bank,2004-10-12,0,,,,,0,0,surface,
201,6,Wash  Breast Sand,2004-10-19,0,,,,,0,8000,surface,
194,6,Wash  Butterwick,2004-10-18,0,,,,,0,7840,surface,
197,6,Wash  Gat Sand,2004-10-18,0,,,,,0,1760,surface,
193,7,Thames  Chapman Sands,2004-10-18,0,,,,,0,0,tube,
202,9,Weymouth  Pontoon Z,2004-10-19,0,,,,,0,0,tube,
195,12,Fal  Turnaware Pontoon,2004-10-19,0,,,,,0,0,surface,
189,13,Burry  D,2004-10-18,0,,,,,0,0,surface,
192,17,Avon  Hexdown Quay,2004-10-18,0,,,,,0,0,surface,
199,19,Milford  Coedcanlas Spit,2004-10-19,0,,,,,0,0,surface,
200,19,Milford  Lawrenny Quay,2004-10-19,0,,,,,0,0,surface,
190,34,North Kent  Seasalter,2004-10-18,0,,,,,0,0,surface,
196,38,Fowey,2004-10-19,0,,,,,0,0,tube,
191,44,Dee  Caldy Blacks,2004-10-18,0,,,,,0,0,surface,
198,53,Langstone  Main Channel,2004-10-19,0,,,,,0,0,tube,
188,62,Plymouth  Ajax,2004-10-14,0,,,,,0,0,surface,
203,18,Blyth  Northumberland,2004-10-22,0,80,,,,0,80,tube,
205,11,The Exe,2004-10-26,0,,,,,0,0,surface,
206,13,Burry  Machynys,2004-11-01,0,,,,,0,0,surface,
207,19,Milford  Coedcanlas Spit,2004-11-01,0,,,,,0,0,surface,
208,19,Milford  Lawrenny Quay,2004-11-01,0,,,,,0,0,surface,
204,42,Glaslyn  Dwyrd,2004-10-29,0,,,,,0,0,surface,
209,8,Poole Harbour Rounds Is.,2004-11-02,0,,,,,0,0,surface,
213,12,Fal Est. Turnaware Pont.,2004-11-08,0,,,,,0,160,surface,
210,32,Morecambe Town Hall,2004-11-03,0,,,,,0,0,surface,
212,38,Fowey,2004-11-08,0,,,,,0,0,surface,
211,42,Glaslyn,2004-11-09,0,,,,,0,0,surface,
218,6,Wash Mare Tale,2004-11-15,0,,,,,0,680,surface,
219,6,Wash Scotsmans,2004-11-15,0,,,,,0,5600,surface,
220,6,Wash Butterwick,2004-11-15,0,,,,,0,4360,surface,
223,6,Wash Stylemans,2004-11-16,0,,,,,0,360,surface,
224,6,Wash Butterwick,2004-11-16,0,,,,,0,3760,surface,
225,6,Wash Gat Sand,2004-11-16,0,,,,,0,680,surface,
226,6,Wash Inner West Mark,2004-11-15,0,,,,,0,600,surface,
221,7,Thames Chapman sands,,0,,,,,0,0,surface,
217,9,Weymouth Pontoon Z,2004-11-15,0,,,,,0,80,tube,
229,11,The Exe,2004-11-15,0,,,,,0,0,surface,
227,13,Burry Inlet South East,2004-11-17,0,,,,,0,0,surface,
216,13,Burry Inlet Machynys,2004-11-15,0,,,,,0,0,surface,
